date,product_id,warehouse,stock_level,daily_demand,units_ordered,lead_time_days,unit_cost,days_of_supply,stockout_risk
2024-02-20,PROD0028,WH-NORTH,486,295,133,7,49.14,1.6,1
2024-02-21,PROD0028,WH-SOUTH,520,283,110,4,41.35,1.8,1
2024-02-22,PROD0028,WH-EAST,494,209,45,3,91.99,2.4,1
2024-02-23,PROD0028,WH-SOUTH,178,164,105,3,5.01,1.1,1
2024-02-24,PROD0028,WH-EAST,397,304,172,4,161.83,1.3,1
2024-02-25,PROD0028,WH-EAST,396,175,43,11,57.5,2.3,1
2024-02-26,PROD0028,WH-SOUTH,657,309,90,7,7.94,2.1,1
2024-02-27,PROD0028,WH-EAST,468,287,131,6,14.82,1.6,1
2024-02-28,PROD0028,WH-NORTH,806,274,6,12,38.86,2.9,1
2024-02-29,PROD0028,WH-SOUTH,808,234,0,7,127.06,3.5,0
2024-03-01,PROD0028,WH-EAST,264,366,278,2,159.26,0.7,1
2024-03-02,PROD0028,WH-NORTH,609,344,141,7,112.73,1.8,1
2024-03-03,PROD0028,WH-EAST,217,254,182,12,179.39,0.9,1
2024-03-04,PROD0028,WH-EAST,190,247,184,7,128.93,0.8,1
2024-03-05,PROD0028,WH-NORTH,719,256,17,4,177.57,2.8,1
2024-03-06,PROD0028,WH-EAST,365,314,193,11,87.41,1.2,1
2024-03-07,PROD0028,WH-NORTH,614,272,68,13,172.52,2.3,1
2024-03-08,PROD0028,WH-NORTH,404,140,6,12,175.48,2.9,1
2024-03-09,PROD0028,WH-NORTH,744,287,39,8,15.33,2.6,1
2024-03-10,PROD0028,WH-SOUTH,631,214,4,3,22.18,2.9,1
2024-03-11,PROD0028,WH-SOUTH,297,371,272,2,166.4,0.8,1
2024-03-12,PROD0028,WH-EAST,640,274,61,2,58.32,2.3,1
2024-03-13,PROD0028,WH-NORTH,770,195,0,7,48.9,3.9,0
2024-03-14,PROD0028,WH-SOUTH,736,189,0,12,74.87,3.9,0
2024-03-15,PROD0028,WH-NORTH,245,302,221,3,53.39,0.8,1
2024-03-16,PROD0028,WH-NORTH,520,273,100,8,147.74,1.9,1
2024-03-17,PROD0028,WH-SOUTH,530,323,147,7,110.21,1.6,1
2024-03-18,PROD0028,WH-NORTH,259,302,216,13,131.75,0.9,1
2024-03-19,PROD0028,WH-EAST,565,408,220,7,84.54,1.4,1
2024-03-20,PROD0028,WH-SOUTH,766,264,9,14,84.1,2.9,1
2024-03-21,PROD0028,WH-NORTH,574,221,30,11,171.15,2.6,1
2024-03-22,PROD0028,WH-SOUTH,478,332,173,7,115.21,1.4,1
2024-03-23,PROD0028,WH-EAST,263,223,136,13,54.31,1.2,1
2024-03-24,PROD0028,WH-SOUTH,587,272,77,11,47.44,2.2,1
2024-03-25,PROD0028,WH-SOUTH,459,376,223,7,93.64,1.2,1
2024-03-26,PROD0028,WH-EAST,551,298,115,14,37.88,1.8,1
2024-03-27,PROD0028,WH-SOUTH,658,239,20,3,176.3,2.8,1
2024-03-28,PROD0028,WH-NORTH,709,294,58,12,199.78,2.4,1
2024-03-29,PROD0028,WH-NORTH,782,197,0,3,199.71,4.0,0
2024-03-30,PROD0028,WH-NORTH,716,216,0,10,19.18,3.3,0
2024-03-31,PROD0028,WH-EAST,761,274,21,10,23.97,2.8,1
2024-04-01,PROD0028,WH-NORTH,504,253,85,6,94.51,2.0,1
2024-04-02,PROD0028,WH-SOUTH,490,245,82,13,158.54,2.0,1
2024-04-03,PROD0028,WH-EAST,297,273,174,4,73.08,1.1,1
2024-04-04,PROD0028,WH-EAST,463,386,232,3,114.75,1.2,1
2024-04-05,PROD0028,WH-SOUTH,0,281,281,7,146.66,0.0,1
2024-04-06,PROD0028,WH-SOUTH,608,255,53,14,107.44,2.4,1
2024-04-07,PROD0028,WH-SOUTH,374,296,172,4,137.68,1.3,1
2024-04-08,PROD0028,WH-NORTH,738,268,22,10,199.97,2.8,1
2024-04-09,PROD0028,WH-SOUTH,812,212,0,6,150.23,3.8,0
2024-04-10,PROD0028,WH-SOUTH,212,259,189,4,36.22,0.8,1
2024-04-11,PROD0028,WH-EAST,797,227,0,12,42.03,3.5,0
2024-04-12,PROD0028,WH-NORTH,720,274,34,7,61.03,2.6,1
2024-04-13,PROD0028,WH-NORTH,637,194,0,9,86.16,3.3,0
2024-04-14,PROD0028,WH-NORTH,778,245,0,11,136.68,3.2,0
2024-04-15,PROD0028,WH-NORTH,448,264,115,3,23.99,1.7,1
2024-04-16,PROD0028,WH-SOUTH,687,267,38,13,163.08,2.6,1
2024-04-17,PROD0028,WH-NORTH,358,309,190,5,69.39,1.2,1
2024-04-18,PROD0028,WH-SOUTH,515,121,0,12,18.26,4.3,0
2024-04-19,PROD0028,WH-SOUTH,598,264,65,9,31.2,2.3,1
2024-04-20,PROD0028,WH-EAST,545,319,138,10,194.7,1.7,1
2024-04-21,PROD0028,WH-EAST,238,392,313,14,14.16,0.6,1
2024-04-22,PROD0028,WH-EAST,400,365,232,2,68.21,1.1,1
2024-04-23,PROD0028,WH-EAST,390,349,219,12,138.94,1.1,1
2024-04-24,PROD0028,WH-SOUTH,459,267,114,4,76.87,1.7,1
2024-04-25,PROD0028,WH-SOUTH,419,233,94,9,144.48,1.8,1
2024-04-26,PROD0028,WH-SOUTH,229,163,87,11,81.51,1.4,1
2024-04-27,PROD0028,WH-EAST,0,377,377,12,96.56,0.0,1
2024-04-28,PROD0028,WH-NORTH,798,296,30,5,112.22,2.7,1
2024-04-29,PROD0028,WH-EAST,246,259,177,8,40.08,0.9,1
2024-04-30,PROD0028,WH-EAST,404,298,164,12,154.82,1.4,1
2024-05-01,PROD0028,WH-NORTH,255,293,208,12,162.56,0.9,1
2024-05-02,PROD0028,WH-EAST,256,313,228,12,61.79,0.8,1
2024-05-03,PROD0028,WH-EAST,591,273,76,8,199.49,2.2,1
2024-05-04,PROD0028,WH-EAST,503,279,112,11,123.65,1.8,1
2024-05-05,PROD0028,WH-EAST,187,388,326,5,41.78,0.5,1
2024-05-06,PROD0028,WH-NORTH,160,163,110,3,98.28,1.0,1
2024-05-07,PROD0028,WH-SOUTH,801,259,0,8,54.09,3.1,0
2024-05-08,PROD0028,WH-SOUTH,0,310,310,8,37.83,0.0,1
2024-05-09,PROD0028,WH-EAST,612,371,167,6,199.4,1.6,1
2024-05-10,PROD0028,WH-NORTH,205,291,223,8,146.33,0.7,1
2024-05-11,PROD0028,WH-NORTH,670,257,34,9,15.72,2.6,1
2024-05-12,PROD0028,WH-EAST,181,186,126,2,55.17,1.0,1
2024-05-13,PROD0028,WH-EAST,691,307,77,2,88.01,2.3,1
2024-05-14,PROD0028,WH-SOUTH,743,225,0,12,152.64,3.3,0
2024-05-15,PROD0028,WH-NORTH,669,380,157,14,30.69,1.8,1
2024-05-16,PROD0028,WH-EAST,525,294,119,9,15.17,1.8,1
2024-05-17,PROD0028,WH-NORTH,442,324,177,2,98.09,1.4,1
2024-05-18,PROD0028,WH-EAST,301,232,132,13,91.71,1.3,1
2024-05-19,PROD0028,WH-SOUTH,716,246,8,9,49.01,2.9,1
2024-05-20,PROD0028,WH-EAST,567,284,95,13,192.31,2.0,1
2024-05-21,PROD0028,WH-NORTH,648,258,42,10,77.46,2.5,1
2024-05-22,PROD0028,WH-EAST,523,284,110,3,143.82,1.8,1
2024-05-23,PROD0028,WH-EAST,440,257,111,4,192.03,1.7,1
2024-05-24,PROD0028,WH-EAST,237,229,150,7,32.64,1.0,1
2024-05-25,PROD0028,WH-EAST,428,300,158,8,103.5,1.4,1
2024-05-26,PROD0028,WH-SOUTH,732,292,48,4,177.0,2.5,1
2024-05-27,PROD0028,WH-SOUTH,315,372,267,6,95.21,0.8,1
2024-05-28,PROD0028,WH-SOUTH,309,275,172,10,22.86,1.1,1
2024-05-29,PROD0028,WH-NORTH,314,228,124,2,169.41,1.4,1
2024-05-30,PROD0028,WH-NORTH,348,248,132,8,176.32,1.4,1
2024-05-31,PROD0028,WH-SOUTH,409,355,219,5,190.77,1.2,1
2024-06-01,PROD0028,WH-EAST,584,266,72,5,6.49,2.2,1
2024-06-02,PROD0028,WH-SOUTH,786,148,0,4,184.05,5.3,0
2024-06-03,PROD0028,WH-SOUTH,140,229,183,3,10.41,0.6,1
2024-06-04,PROD0028,WH-NORTH,613,331,127,11,72.77,1.9,1
2024-06-05,PROD0028,WH-SOUTH,489,300,137,3,108.19,1.6,1
2024-06-06,PROD0028,WH-NORTH,620,286,80,8,198.22,2.2,1
2024-06-07,PROD0028,WH-NORTH,674,307,83,12,19.99,2.2,1
2024-06-08,PROD0028,WH-NORTH,389,333,204,9,63.66,1.2,1
2024-06-09,PROD0028,WH-NORTH,632,304,94,4,71.18,2.1,1
2024-06-10,PROD0028,WH-NORTH,595,256,58,10,192.97,2.3,1
2024-06-11,PROD0028,WH-NORTH,607,368,166,7,163.83,1.6,1
2024-06-12,PROD0028,WH-EAST,688,294,65,5,159.13,2.3,1
2024-06-13,PROD0028,WH-NORTH,285,304,209,2,138.16,0.9,1
2024-06-14,PROD0028,WH-EAST,249,316,233,11,91.56,0.8,1
2024-06-15,PROD0028,WH-SOUTH,680,286,60,5,96.27,2.4,1
2024-06-16,PROD0028,WH-EAST,796,329,64,6,130.47,2.4,1
2024-06-17,PROD0028,WH-SOUTH,153,266,215,7,31.89,0.6,1
2024-06-18,PROD0028,WH-EAST,372,132,8,2,42.64,2.8,1
2024-06-19,PROD0028,WH-EAST,405,296,161,3,42.7,1.4,1
2024-06-20,PROD0028,WH-SOUTH,549,278,95,13,67.27,2.0,1
2024-06-21,PROD0028,WH-SOUTH,246,288,206,7,61.62,0.9,1
2024-06-22,PROD0028,WH-SOUTH,698,334,102,3,55.55,2.1,1
2024-06-23,PROD0028,WH-EAST,756,212,0,5,33.84,3.6,0
2024-06-24,PROD0028,WH-NORTH,437,326,181,13,42.01,1.3,1
2024-06-25,PROD0028,WH-SOUTH,0,230,230,3,162.39,0.0,1
2024-06-26,PROD0028,WH-EAST,192,249,185,5,101.07,0.8,1
2024-06-27,PROD0028,WH-SOUTH,790,248,0,9,144.81,3.2,0
2024-06-28,PROD0028,WH-NORTH,652,228,11,13,174.43,2.9,1
2024-01-01,PROD0029,WH-NORTH,875,351,60,3,163.65,2.5,1
2024-01-02,PROD0029,WH-NORTH,242,510,430,12,147.52,0.5,1
2024-01-03,PROD0029,WH-NORTH,744,467,219,5,45.29,1.6,1
2024-01-04,PROD0029,WH-EAST,408,294,158,3,127.9,1.4,1
2024-01-05,PROD0029,WH-SOUTH,849,328,45,2,36.54,2.6,1
2024-01-06,PROD0029,WH-SOUTH,747,519,270,12,184.38,1.4,1
2024-01-07,PROD0029,WH-EAST,981,299,0,3,56.86,3.3,0
2024-01-08,PROD0029,WH-EAST,1259,442,23,8,39.95,2.8,1
2024-01-09,PROD0029,WH-SOUTH,781,491,231,10,144.98,1.6,1
2024-01-10,PROD0029,WH-SOUTH,762,654,400,12,190.49,1.2,1
2024-01-11,PROD0029,WH-SOUTH,834,433,155,8,113.51,1.9,1
2024-01-12,PROD0029,WH-NORTH,509,373,204,5,132.94,1.4,1
2024-01-13,PROD0029,WH-EAST,1194,398,0,13,79.41,3.0,0
2024-01-14,PROD0029,WH-NORTH,974,400,76,12,155.64,2.4,1
2024-01-15,PROD0029,WH-NORTH,241,419,339,14,99.49,0.6,1
2024-01-16,PROD0029,WH-EAST,1048,252,0,6,113.11,4.2,0
2024-01-17,PROD0029,WH-SOUTH,791,594,331,8,110.47,1.3,1
2024-01-18,PROD0029,WH-EAST,428,265,123,12,123.33,1.6,1
2024-01-19,PROD0029,WH-SOUTH,323,370,263,7,154.1,0.9,1
2024-01-20,PROD0029,WH-NORTH,968,331,9,14,53.06,2.9,1
2024-01-21,PROD0029,WH-SOUTH,495,510,345,6,68.25,1.0,1
2024-01-22,PROD0029,WH-NORTH,1140,325,0,8,42.06,3.5,0
2024-01-23,PROD0029,WH-NORTH,484,472,311,10,135.56,1.0,1
2024-01-24,PROD0029,WH-SOUTH,1242,506,92,8,162.01,2.5,1
2024-01-25,PROD0029,WH-EAST,1212,462,58,8,80.85,2.6,1
2024-01-26,PROD0029,WH-EAST,826,354,79,14,185.55,2.3,1
2024-01-27,PROD0029,WH-SOUTH,579,412,219,2,79.91,1.4,1
2024-01-28,PROD0029,WH-NORTH,1198,560,161,12,71.18,2.1,1
2024-01-29,PROD0029,WH-NORTH,1093,517,153,8,184.73,2.1,1
2024-01-30,PROD0029,WH-EAST,393,257,126,14,161.52,1.5,1
2024-01-31,PROD0029,WH-SOUTH,591,399,202,6,46.82,1.5,1
2024-02-01,PROD0029,WH-SOUTH,772,557,300,10,133.26,1.4,1
2024-02-02,PROD0029,WH-NORTH,961,436,116,10,26.32,2.2,1
2024-02-03,PROD0029,WH-NORTH,543,401,220,8,132.02,1.4,1
2024-02-04,PROD0029,WH-EAST,1048,509,160,2,128.89,2.1,1
2024-02-05,PROD0029,WH-NORTH,711,515,278,12,158.34,1.4,1
2024-02-06,PROD0029,WH-EAST,442,362,215,13,172.8,1.2,1
2024-02-07,PROD0029,WH-SOUTH,656,513,295,5,43.06,1.3,1
2024-02-08,PROD0029,WH-EAST,1192,441,44,9,15.47,2.7,1
2024-02-09,PROD0029,WH-NORTH,326,342,234,5,42.96,1.0,1
2024-02-10,PROD0029,WH-NORTH,1235,547,136,13,22.4,2.3,1
2024-02-11,PROD0029,WH-SOUTH,1236,435,23,11,188.62,2.8,1
2024-02-12,PROD0029,WH-EAST,942,286,0,7,50.71,3.3,0
2024-02-13,PROD0029,WH-EAST,622,414,207,2,28.86,1.5,1
2024-02-14,PROD0029,WH-NORTH,994,563,232,8,45.48,1.8,1
2024-02-15,PROD0029,WH-EAST,258,512,426,13,127.26,0.5,1
2024-02-16,PROD0029,WH-EAST,564,586,398,10,59.86,1.0,1
2024-02-17,PROD0029,WH-EAST,1093,434,70,13,22.1,2.5,1
2024-02-18,PROD0029,WH-EAST,756,437,185,4,96.63,1.7,1
2024-02-19,PROD0029,WH-EAST,259,309,223,3,60.15,0.8,1
2024-02-20,PROD0029,WH-EAST,671,503,280,6,26.07,1.3,1
2024-02-21,PROD0029,WH-NORTH,935,553,242,12,74.39,1.7,1
2024-02-22,PROD0029,WH-NORTH,1159,338,0,14,42.74,3.4,0
2024-02-23,PROD0029,WH-NORTH,388,472,343,9,85.92,0.8,1
2024-02-24,PROD0029,WH-EAST,440,463,317,6,89.27,1.0,1
2024-02-25,PROD0029,WH-EAST,770,326,70,8,129.17,2.4,1
2024-02-26,PROD0029,WH-SOUTH,1009,520,184,9,193.22,1.9,1
2024-02-27,PROD0029,WH-EAST,695,457,226,14,92.19,1.5,1
2024-02-28,PROD0029,WH-EAST,682,362,135,9,121.12,1.9,1
2024-02-29,PROD0029,WH-NORTH,895,471,173,9,19.45,1.9,1
2024-03-01,PROD0029,WH-EAST,471,585,428,3,138.32,0.8,1
2024-03-02,PROD0029,WH-NORTH,495,408,243,5,90.59,1.2,1
2024-03-03,PROD0029,WH-SOUTH,830,346,70,12,141.78,2.4,1
2024-03-04,PROD0029,WH-EAST,474,546,388,10,181.2,0.9,1
2024-03-05,PROD0029,WH-NORTH,298,437,338,4,52.49,0.7,1
2024-03-06,PROD0029,WH-NORTH,1229,260,0,10,94.24,4.7,0
2024-03-07,PROD0029,WH-SOUTH,547,353,171,13,198.75,1.5,1
2024-03-08,PROD0029,WH-NORTH,508,384,215,14,138.59,1.3,1
2024-03-09,PROD0029,WH-EAST,817,578,306,10,70.09,1.4,1
2024-03-10,PROD0029,WH-SOUTH,925,414,106,12,194.51,2.2,1
2024-03-11,PROD0029,WH-EAST,933,425,114,11,149.43,2.2,1
2024-03-12,PROD0029,WH-EAST,1196,316,0,2,174.26,3.8,0
2024-03-13,PROD0029,WH-EAST,951,425,108,10,121.47,2.2,1
2024-03-14,PROD0029,WH-EAST,985,396,68,12,40.67,2.5,1
2024-03-15,PROD0029,WH-EAST,227,314,239,11,104.75,0.7,1
2024-03-16,PROD0029,WH-NORTH,466,443,288,3,181.5,1.1,1
2024-03-17,PROD0029,WH-SOUTH,409,649,513,2,103.88,0.6,1
2024-03-18,PROD0029,WH-EAST,1042,462,115,8,55.85,2.3,1
2024-03-19,PROD0029,WH-SOUTH,626,528,320,7,85.18,1.2,1
2024-03-20,PROD0029,WH-EAST,1094,522,158,13,69.14,2.1,1
2024-03-21,PROD0029,WH-SOUTH,595,331,133,13,106.86,1.8,1
2024-03-22,PROD0029,WH-NORTH,737,298,53,14,166.84,2.5,1
2024-03-23,PROD0029,WH-SOUTH,604,405,204,6,40.29,1.5,1
2024-03-24,PROD0029,WH-SOUTH,810,523,253,14,199.14,1.5,1
2024-03-25,PROD0029,WH-NORTH,907,439,137,6,173.58,2.1,1
2024-03-26,PROD0029,WH-NORTH,922,461,154,14,28.94,2.0,1
2024-03-27,PROD0029,WH-NORTH,1168,365,0,12,58.15,3.2,0
2024-03-28,PROD0029,WH-EAST,522,479,305,14,116.49,1.1,1
2024-03-29,PROD0029,WH-SOUTH,849,509,226,5,108.14,1.7,1
2024-03-30,PROD0029,WH-NORTH,700,468,235,4,187.39,1.5,1
2024-03-31,PROD0029,WH-SOUTH,223,381,307,14,116.21,0.6,1
2024-04-01,PROD0029,WH-NORTH,0,233,233,4,57.47,0.0,1
2024-04-02,PROD0029,WH-EAST,896,368,70,13,21.39,2.4,1
2024-04-03,PROD0029,WH-NORTH,411,447,310,2,80.73,0.9,1
2024-04-04,PROD0029,WH-SOUTH,535,287,109,6,197.18,1.9,1
2024-04-05,PROD0029,WH-SOUTH,800,514,248,7,12.67,1.6,1
2024-04-06,PROD0029,WH-NORTH,870,546,256,2,139.32,1.6,1
2024-04-07,PROD0029,WH-SOUTH,345,415,300,12,158.33,0.8,1
2024-04-08,PROD0029,WH-EAST,834,376,98,8,169.48,2.2,1
2024-04-09,PROD0029,WH-SOUTH,901,502,202,3,117.86,1.8,1
2024-04-10,PROD0029,WH-SOUTH,0,421,421,6,195.51,0.0,1
2024-04-11,PROD0029,WH-NORTH,1145,392,11,4,61.06,2.9,1
2024-04-12,PROD0029,WH-NORTH,446,449,301,13,147.99,1.0,1
2024-04-13,PROD0029,WH-EAST,344,397,283,4,145.64,0.9,1
2024-04-14,PROD0029,WH-EAST,1003,445,111,11,129.32,2.3,1
2024-04-15,PROD0029,WH-EAST,541,508,328,3,60.21,1.1,1
2024-04-16,PROD0029,WH-NORTH,406,521,386,4,31.81,0.8,1
2024-04-17,PROD0029,WH-NORTH,1061,387,34,2,139.63,2.7,1
2024-04-18,PROD0029,WH-EAST,299,278,179,7,48.61,1.1,1
2024-04-19,PROD0029,WH-EAST,556,444,259,6,200.0,1.3,1
2024-04-20,PROD0029,WH-EAST,1042,449,102,10,22.32,2.3,1
2024-04-21,PROD0029,WH-NORTH,470,388,232,13,132.25,1.2,1
2024-04-22,PROD0029,WH-NORTH,892,538,241,11,172.36,1.7,1
2024-04-23,PROD0029,WH-SOUTH,776,308,50,5,9.2,2.5,1
2024-04-24,PROD0029,WH-EAST,322,443,336,14,25.0,0.7,1
2024-04-25,PROD0029,WH-SOUTH,430,333,190,13,91.94,1.3,1
2024-04-26,PROD0029,WH-NORTH,265,544,456,2,188.11,0.5,1
2024-04-27,PROD0029,WH-NORTH,1159,543,157,2,84.25,2.1,1
2024-04-28,PROD0029,WH-NORTH,909,391,88,12,126.99,2.3,1
2024-04-29,PROD0029,WH-SOUTH,408,341,205,5,89.51,1.2,1
2024-04-30,PROD0029,WH-EAST,597,336,137,11,194.78,1.8,1
2024-05-01,PROD0029,WH-NORTH,1248,386,0,2,149.94,3.2,0
2024-05-02,PROD0029,WH-SOUTH,881,392,99,13,147.44,2.2,1
2024-05-03,PROD0029,WH-NORTH,1012,393,56,4,95.46,2.6,1
2024-05-04,PROD0029,WH-SOUTH,1060,395,42,14,57.86,2.7,1
2024-05-05,PROD0029,WH-NORTH,576,481,289,7,160.58,1.2,1
2024-05-06,PROD0029,WH-SOUTH,471,428,271,14,127.87,1.1,1
2024-05-07,PROD0029,WH-EAST,0,396,396,8,173.99,0.0,1
2024-05-08,PROD0029,WH-SOUTH,746,428,180,3,117.0,1.7,1
2024-05-09,PROD0029,WH-NORTH,959,567,248,13,32.49,1.7,1
2024-05-10,PROD0029,WH-SOUTH,948,364,48,2,32.6,2.6,1
2024-05-11,PROD0029,WH-EAST,621,421,214,6,67.34,1.5,1
2024-05-12,PROD0029,WH-SOUTH,274,331,240,13,132.23,0.8,1
2024-05-13,PROD0029,WH-NORTH,486,496,334,8,7.56,1.0,1
2024-05-14,PROD0029,WH-EAST,560,550,364,10,41.24,1.0,1
2024-05-15,PROD0029,WH-SOUTH,1158,392,6,12,149.76,3.0,1
2024-05-16,PROD0029,WH-EAST,527,432,257,3,169.47,1.2,1
2024-05-17,PROD0029,WH-SOUTH,631,447,237,5,48.45,1.4,1
2024-05-18,PROD0029,WH-NORTH,1215,455,50,10,63.06,2.7,1
2024-05-19,PROD0029,WH-EAST,356,450,332,10,132.1,0.8,1
2024-05-20,PROD0029,WH-EAST,430,532,389,4,182.37,0.8,1
2024-05-21,PROD0029,WH-SOUTH,934,514,203,8,55.46,1.8,1
2024-05-22,PROD0029,WH-NORTH,0,385,385,6,54.81,0.0,1
2024-05-23,PROD0029,WH-SOUTH,670,338,115,3,118.87,2.0,1
2024-05-24,PROD0029,WH-NORTH,706,549,314,14,123.11,1.3,1
2024-05-25,PROD0029,WH-EAST,1250,408,0,12,129.11,3.1,0
2024-05-26,PROD0029,WH-EAST,527,439,264,11,147.74,1.2,1
2024-05-27,PROD0029,WH-SOUTH,228,459,383,7,57.72,0.5,1
2024-05-28,PROD0029,WH-EAST,844,285,4,5,19.11,3.0,1
2024-05-29,PROD0029,WH-EAST,943,496,182,6,181.22,1.9,1
2024-05-30,PROD0029,WH-EAST,1167,474,85,5,32.43,2.5,1
2024-05-31,PROD0029,WH-SOUTH,737,370,125,4,90.47,2.0,1
2024-06-01,PROD0029,WH-EAST,1222,363,0,8,149.58,3.4,0
2024-06-02,PROD0029,WH-SOUTH,1113,488,117,2,115.68,2.3,1
2024-06-03,PROD0029,WH-SOUTH,1043,422,75,10,132.19,2.5,1
2024-06-04,PROD0029,WH-EAST,1138,370,0,4,103.72,3.1,0
2024-06-05,PROD0029,WH-EAST,0,468,468,7,145.37,0.0,1
2024-06-06,PROD0029,WH-EAST,318,375,269,11,146.93,0.8,1
2024-06-07,PROD0029,WH-NORTH,507,401,232,3,89.64,1.3,1
2024-06-08,PROD0029,WH-NORTH,1155,484,99,12,88.07,2.4,1
2024-06-09,PROD0029,WH-EAST,444,370,222,6,164.99,1.2,1
2024-06-10,PROD0029,WH-NORTH,821,442,169,7,82.3,1.9,1
2024-06-11,PROD0029,WH-EAST,521,368,195,7,168.22,1.4,1
2024-06-12,PROD0029,WH-SOUTH,807,426,157,8,195.26,1.9,1
2024-06-13,PROD0029,WH-SOUTH,1167,287,0,11,191.22,4.1,0
2024-06-14,PROD0029,WH-SOUTH,970,481,158,14,33.99,2.0,1
2024-06-15,PROD0029,WH-SOUTH,1004,500,166,13,24.78,2.0,1
2024-06-16,PROD0029,WH-SOUTH,1144,301,0,8,139.06,3.8,0
2024-06-17,PROD0029,WH-SOUTH,1001,516,183,6,7.66,1.9,1
2024-06-18,PROD0029,WH-SOUTH,568,440,251,3,21.43,1.3,1
2024-06-19,PROD0029,WH-SOUTH,655,501,283,11,81.08,1.3,1
2024-06-20,PROD0029,WH-EAST,403,447,313,8,186.19,0.9,1
2024-06-21,PROD0029,WH-SOUTH,448,594,445,11,183.91,0.8,1
2024-06-22,PROD0029,WH-EAST,573,347,156,5,199.85,1.7,1
2024-06-23,PROD0029,WH-SOUTH,840,419,139,12,61.49,2.0,1
2024-06-24,PROD0029,WH-NORTH,946,362,47,3,15.38,2.6,1
2024-06-25,PROD0029,WH-SOUTH,704,421,187,9,79.7,1.7,1
2024-06-26,PROD0029,WH-NORTH,508,388,219,5,69.0,1.3,1
2024-06-27,PROD0029,WH-NORTH,786,347,85,8,136.13,2.3,1
2024-06-28,PROD0029,WH-EAST,1179,464,71,12,182.6,2.5,1
2024-01-01,PROD0030,WH-EAST,161,56,3,6,79.51,2.9,1
2024-01-02,PROD0030,WH-EAST,112,49,12,7,171.88,2.3,1
2024-01-03,PROD0030,WH-NORTH,214,67,0,5,171.13,3.2,0
2024-01-04,PROD0030,WH-EAST,71,85,62,14,89.05,0.8,1
2024-01-05,PROD0030,WH-EAST,73,70,46,12,32.64,1.0,1
2024-01-06,PROD0030,WH-SOUTH,184,62,1,8,94.12,3.0,1
2024-01-07,PROD0030,WH-EAST,233,82,5,14,168.96,2.8,1
2024-01-08,PROD0030,WH-NORTH,136,108,63,14,134.92,1.3,1
2024-01-09,PROD0030,WH-SOUTH,119,63,24,3,188.8,1.9,1
2024-01-10,PROD0030,WH-SOUTH,107,61,26,12,28.05,1.8,1
2024-01-11,PROD0030,WH-NORTH,88,82,53,8,26.45,1.1,1
2024-01-12,PROD0030,WH-EAST,63,72,51,13,54.76,0.9,1
2024-01-13,PROD0030,WH-NORTH,219,53,0,6,139.38,4.1,0
2024-01-14,PROD0030,WH-NORTH,122,72,32,8,23.79,1.7,1
2024-01-15,PROD0030,WH-NORTH,194,74,10,11,121.11,2.6,1
2024-01-16,PROD0030,WH-EAST,132,108,64,5,44.71,1.2,1
2024-01-17,PROD0030,WH-NORTH,0,61,61,5,128.24,0.0,1
2024-01-18,PROD0030,WH-NORTH,188,77,15,7,42.69,2.4,1
2024-01-19,PROD0030,WH-EAST,87,63,34,2,108.9,1.4,1
2024-01-20,PROD0030,WH-NORTH,77,68,43,8,115.89,1.1,1
2024-01-21,PROD0030,WH-EAST,173,96,39,10,190.3,1.8,1
2024-01-22,PROD0030,WH-NORTH,55,61,43,2,189.04,0.9,1
2024-01-23,PROD0030,WH-SOUTH,201,97,30,10,80.06,2.1,1
2024-01-24,PROD0030,WH-SOUTH,44,56,42,14,57.25,0.8,1
2024-01-25,PROD0030,WH-SOUTH,220,70,0,12,130.25,3.1,0
2024-01-26,PROD0030,WH-SOUTH,39,73,60,10,73.14,0.5,1
2024-01-27,PROD0030,WH-EAST,150,68,18,14,151.67,2.2,1
2024-01-28,PROD0030,WH-EAST,192,79,15,10,183.99,2.4,1
2024-01-29,PROD0030,WH-SOUTH,100,75,42,12,118.62,1.3,1
2024-01-30,PROD0030,WH-EAST,142,73,26,2,38.01,1.9,1
2024-01-31,PROD0030,WH-SOUTH,187,60,0,3,166.23,3.1,0
2024-02-01,PROD0030,WH-NORTH,66,57,35,7,135.54,1.2,1
2024-02-02,PROD0030,WH-EAST,186,72,10,6,70.65,2.6,1
2024-02-03,PROD0030,WH-SOUTH,210,107,37,13,90.34,2.0,1
2024-02-04,PROD0030,WH-NORTH,197,61,0,11,150.59,3.2,0
2024-02-05,PROD0030,WH-EAST,188,71,9,9,129.82,2.6,1
2024-02-06,PROD0030,WH-EAST,72,92,68,12,83.36,0.8,1
2024-02-07,PROD0030,WH-NORTH,108,79,43,8,43.1,1.4,1
2024-02-08,PROD0030,WH-NORTH,124,88,47,3,194.82,1.4,1
2024-02-09,PROD0030,WH-SOUTH,77,79,54,8,112.43,1.0,1
2024-02-10,PROD0030,WH-EAST,87,104,75,7,92.24,0.8,1
2024-02-11,PROD0030,WH-EAST,50,75,59,2,169.09,0.7,1
2024-02-12,PROD0030,WH-SOUTH,86,56,28,4,123.84,1.5,1
2024-02-13,PROD0030,WH-SOUTH,74,82,58,5,51.66,0.9,1
2024-02-14,PROD0030,WH-NORTH,225,91,16,2,178.46,2.5,1
2024-02-15,PROD0030,WH-EAST,64,72,51,10,87.84,0.9,1
