customer_id,tenure_months,monthly_charges,total_charges,num_products,support_calls_6m,late_payments,contract_type,payment_method,internet_service,online_security,age_group,churned
CUST00593,62,60.75,3952.55,5,5,10,Month-to-month,Mailed check,DSL,No,51-65,0
CUST00594,14,44.78,633.46,1,0,0,Month-to-month,Bank transfer,DSL,No internet,65+,0
CUST00595,20,29.91,603.05,5,3,2,Month-to-month,Mailed check,No,No internet,18-25,1
CUST00596,68,67.69,4794.63,1,6,7,Month-to-month,Mailed check,No,No internet,36-50,0
CUST00597,22,20.63,490.06,5,8,0,Two year,Electronic check,DSL,Yes,65+,1
CUST00598,17,66.71,1121.5,4,1,1,One year,Mailed check,No,No internet,26-35,1
CUST00599,70,89.28,6062.04,4,2,11,Two year,Credit card,No,No internet,26-35,0
CUST00600,51,57.69,3057.48,4,8,6,One year,Credit card,DSL,No,51-65,1
CUST00601,27,50.8,1373.58,5,2,2,One year,Bank transfer,No,No,51-65,0
CUST00602,2,96.4,201.98,2,9,0,Month-to-month,Mailed check,Fiber optic,No internet,36-50,1
CUST00603,9,96.45,880.91,4,7,0,Two year,Credit card,No,No internet,51-65,1
CUST00604,40,88.6,3542.6,5,5,5,One year,Electronic check,DSL,No internet,26-35,1
CUST00605,65,104.7,6278.13,4,3,4,One year,Electronic check,DSL,No,65+,0
CUST00606,69,100.84,6410.81,4,4,9,One year,Credit card,No,Yes,65+,0
CUST00607,51,107.58,5296.38,2,1,0,Month-to-month,Mailed check,DSL,No,18-25,0
CUST00608,51,60.02,3093.39,1,0,8,One year,Electronic check,No,Yes,26-35,1
CUST00609,1,75.63,76.23,5,3,0,One year,Mailed check,Fiber optic,No internet,65+,1
CUST00610,71,43.7,3161.65,4,4,11,One year,Bank transfer,DSL,Yes,51-65,1
CUST00611,48,111.52,4868.24,2,0,5,Two year,Mailed check,No,No,18-25,1
CUST00612,46,84.5,3511.74,3,6,4,Two year,Bank transfer,Fiber optic,No internet,36-50,1
CUST00613,56,64.88,3307.58,4,0,1,Two year,Mailed check,DSL,No,18-25,0
CUST00614,4,31.3,131.46,4,5,0,One year,Electronic check,Fiber optic,Yes,65+,1
CUST00615,6,59.34,339.97,3,6,1,One year,Bank transfer,Fiber optic,Yes,51-65,1
CUST00616,19,98.74,1735.75,3,5,3,One year,Bank transfer,DSL,Yes,18-25,1
CUST00617,2,53.18,100.31,3,7,0,One year,Mailed check,Fiber optic,No,51-65,1
CUST00618,39,74.12,2997.48,3,5,4,Month-to-month,Credit card,DSL,No internet,26-35,1
CUST00619,41,20.61,900.85,2,4,2,Two year,Electronic check,DSL,Yes,26-35,1
CUST00620,8,20.33,154.48,2,10,0,Month-to-month,Mailed check,DSL,No internet,26-35,1
CUST00621,60,69.47,4106.18,3,8,10,Two year,Bank transfer,No,No,65+,1
CUST00622,42,91.24,3695.07,3,2,2,Two year,Electronic check,DSL,No internet,36-50,0
CUST00623,13,60.61,863.18,3,7,1,Two year,Credit card,Fiber optic,Yes,18-25,1
CUST00624,44,111.62,4939.86,1,5,4,One year,Electronic check,Fiber optic,No,26-35,1
CUST00625,47,83.86,3828.4,2,4,7,Two year,Electronic check,DSL,No,18-25,1
CUST00626,46,78.06,3736.06,5,7,3,Two year,Bank transfer,DSL,No,26-35,1
CUST00627,63,71.05,4055.65,2,1,8,Month-to-month,Mailed check,DSL,Yes,26-35,1
CUST00628,31,102.55,3192.51,5,2,3,Two year,Bank transfer,No,Yes,36-50,1
CUST00629,23,67.99,1556.02,1,4,3,Month-to-month,Electronic check,No,Yes,36-50,1
CUST00630,24,32.22,802.9,4,5,1,One year,Credit card,DSL,No internet,65+,1
CUST00631,14,55.62,807.58,2,4,1,One year,Mailed check,DSL,No internet,51-65,1
CUST00632,57,94.23,5836.8,5,6,9,Month-to-month,Bank transfer,Fiber optic,Yes,65+,1
CUST00633,33,108.87,3685.48,4,4,2,Month-to-month,Credit card,No,Yes,18-25,0
CUST00634,7,73.23,518.16,4,3,0,Two year,Electronic check,DSL,Yes,18-25,0
CUST00635,70,79.45,5743.44,3,4,2,Two year,Electronic check,Fiber optic,No,65+,0
CUST00636,67,49.75,3500.63,5,7,9,One year,Mailed check,Fiber optic,No internet,65+,0
CUST00637,45,95.42,3973.08,5,1,0,Month-to-month,Bank transfer,DSL,No,65+,0
CUST00638,60,93.11,5708.61,1,2,4,Two year,Mailed check,DSL,No,18-25,0
CUST00639,43,95.06,4111.39,3,5,1,One year,Bank transfer,Fiber optic,No,26-35,0
CUST00640,67,119.49,8777.66,1,1,2,Month-to-month,Electronic check,Fiber optic,No internet,18-25,0
CUST00641,11,77.81,874.7,4,8,0,One year,Electronic check,No,Yes,18-25,1
CUST00642,22,103.34,2248.61,5,0,2,One year,Mailed check,No,Yes,26-35,1
CUST00643,48,28.94,1480.54,3,8,8,Month-to-month,Mailed check,No,Yes,36-50,1
CUST00644,25,32.65,799.04,1,1,4,Month-to-month,Bank transfer,No,Yes,65+,1
CUST00645,61,50.74,3185.72,3,5,1,Month-to-month,Mailed check,DSL,No internet,18-25,0
CUST00646,68,52.81,3616.23,1,8,11,Month-to-month,Bank transfer,Fiber optic,Yes,51-65,1
CUST00647,27,60.05,1752.93,5,7,1,One year,Mailed check,DSL,No,18-25,1
CUST00648,28,89.02,2497.37,5,6,4,Two year,Credit card,No,Yes,36-50,1
CUST00649,70,52.18,3925.68,4,1,5,Two year,Electronic check,Fiber optic,No internet,26-35,0
CUST00650,12,85.07,1094.5,4,3,2,One year,Credit card,DSL,No,36-50,1
CUST00651,32,59.29,1965.14,1,10,1,Two year,Bank transfer,Fiber optic,No,26-35,1
CUST00652,59,22.82,1254.4,5,6,6,Month-to-month,Electronic check,DSL,No internet,18-25,0
CUST00653,49,100.72,4694.86,4,1,0,Month-to-month,Mailed check,Fiber optic,No internet,26-35,0
CUST00654,43,73.54,3363.42,3,6,4,Month-to-month,Credit card,DSL,No internet,65+,1
CUST00655,70,20.12,1405.7,2,0,4,Month-to-month,Mailed check,Fiber optic,Yes,51-65,0
CUST00656,18,113.36,2044.2,1,4,2,Two year,Bank transfer,No,No,26-35,1
CUST00657,3,77.53,236.09,1,6,0,One year,Electronic check,No,No internet,65+,1
CUST00658,1,76.97,71.94,5,4,0,One year,Credit card,No,Yes,36-50,1
CUST00659,69,94.86,6484.7,4,1,7,One year,Bank transfer,DSL,No internet,51-65,0
CUST00660,71,115.99,9034.31,1,6,4,Month-to-month,Bank transfer,Fiber optic,Yes,65+,1
CUST00661,65,96.0,6740.63,5,7,3,Two year,Mailed check,Fiber optic,No internet,36-50,0
CUST00662,66,42.24,2639.55,4,4,7,Month-to-month,Bank transfer,No,Yes,65+,0
CUST00663,2,82.27,151.8,3,3,0,Month-to-month,Bank transfer,No,Yes,51-65,1
CUST00664,18,54.87,1044.46,1,4,0,Month-to-month,Credit card,No,Yes,36-50,0
CUST00665,58,66.18,3460.22,3,1,0,Month-to-month,Mailed check,No,No internet,36-50,0
CUST00666,13,76.5,926.79,3,3,2,One year,Electronic check,DSL,No internet,26-35,1
CUST00667,19,95.07,1822.22,4,0,3,Month-to-month,Mailed check,Fiber optic,No internet,51-65,1
CUST00668,27,38.33,1008.66,4,4,1,Two year,Bank transfer,DSL,No,18-25,0
CUST00669,14,73.36,1052.07,1,3,1,One year,Mailed check,DSL,No internet,51-65,1
CUST00670,28,25.03,632.44,5,6,3,Month-to-month,Credit card,DSL,No internet,36-50,1
CUST00671,31,59.09,1942.65,2,1,4,One year,Bank transfer,Fiber optic,No internet,65+,0
CUST00672,4,21.0,83.41,5,5,0,Month-to-month,Electronic check,No,Yes,18-25,1
CUST00673,60,41.62,2477.96,2,0,10,One year,Bank transfer,DSL,Yes,18-25,0
CUST00674,27,74.05,1951.64,1,8,3,One year,Bank transfer,DSL,Yes,18-25,1
CUST00675,33,51.62,1847.25,3,6,0,One year,Credit card,No,Yes,65+,0
CUST00676,9,67.4,546.7,3,4,0,Month-to-month,Bank transfer,Fiber optic,No,26-35,0
CUST00677,24,56.05,1235.66,4,0,1,One year,Bank transfer,DSL,No internet,36-50,1
CUST00678,11,34.19,393.58,1,9,1,One year,Bank transfer,Fiber optic,No internet,18-25,1
CUST00679,27,87.44,2323.42,3,5,0,Month-to-month,Bank transfer,Fiber optic,No,18-25,1
CUST00680,60,80.27,4623.66,5,0,10,Two year,Electronic check,No,No internet,36-50,1
CUST00681,15,58.23,809.06,1,9,2,Month-to-month,Electronic check,No,No internet,18-25,1
CUST00682,22,100.54,2229.79,4,4,3,Two year,Mailed check,DSL,Yes,51-65,1
CUST00683,49,119.91,6354.87,5,8,4,One year,Mailed check,Fiber optic,Yes,65+,1
CUST00684,30,63.83,1975.16,1,9,0,Two year,Bank transfer,DSL,No,36-50,0
CUST00685,6,25.04,152.38,5,3,1,Two year,Bank transfer,DSL,No,26-35,1
CUST00686,36,74.03,2670.34,3,7,0,Two year,Mailed check,Fiber optic,No,51-65,0
CUST00687,24,34.8,894.61,2,1,1,Month-to-month,Mailed check,No,No internet,26-35,0
CUST00688,2,55.93,108.03,2,3,0,Two year,Mailed check,DSL,No,51-65,1
CUST00689,59,43.93,2390.34,1,0,8,Two year,Credit card,DSL,No,18-25,0
CUST00690,52,99.83,4696.07,1,6,2,One year,Bank transfer,Fiber optic,No internet,65+,1
CUST00691,69,114.51,8023.14,4,9,0,One year,Credit card,No,No internet,36-50,0
CUST00692,39,74.33,3097.53,1,8,3,Month-to-month,Credit card,DSL,Yes,65+,1
CUST00693,66,47.73,2973.21,4,1,1,Two year,Bank transfer,Fiber optic,Yes,18-25,0
CUST00694,67,108.24,6988.6,5,8,10,Two year,Bank transfer,No,No,26-35,1
CUST00695,3,38.91,111.12,1,1,0,Month-to-month,Electronic check,DSL,No,51-65,1
CUST00696,53,23.0,1175.52,5,9,4,One year,Mailed check,Fiber optic,No,26-35,0
CUST00697,7,29.55,208.94,3,10,0,Month-to-month,Credit card,No,No internet,26-35,1
CUST00698,18,85.26,1538.77,5,4,0,Month-to-month,Credit card,No,No,65+,1
CUST00699,9,69.69,650.9,2,7,0,One year,Bank transfer,Fiber optic,No,26-35,1
CUST00700,29,54.44,1564.37,1,4,0,Two year,Bank transfer,No,No internet,36-50,0
CUST00701,14,74.9,1087.74,1,10,0,Two year,Electronic check,Fiber optic,No internet,18-25,1
CUST00702,37,86.56,3453.98,1,0,0,Month-to-month,Electronic check,Fiber optic,No,18-25,0
CUST00703,7,28.53,202.17,5,2,1,Month-to-month,Credit card,DSL,No internet,26-35,1
CUST00704,26,118.36,2847.88,4,1,2,One year,Electronic check,DSL,No,51-65,1
CUST00705,56,95.14,5034.16,3,4,6,Two year,Credit card,Fiber optic,No internet,26-35,1
CUST00706,19,117.85,2202.86,2,10,2,Month-to-month,Credit card,Fiber optic,Yes,18-25,1
CUST00707,47,69.92,3446.29,2,4,7,Month-to-month,Electronic check,DSL,No,65+,1
CUST00708,54,28.31,1681.36,5,2,2,Two year,Bank transfer,Fiber optic,No internet,26-35,0
CUST00709,51,65.31,3000.26,4,6,6,One year,Mailed check,DSL,Yes,36-50,0
CUST00710,10,115.64,1184.48,4,6,1,Two year,Electronic check,Fiber optic,No,18-25,1
CUST00711,21,77.82,1679.69,3,0,0,One year,Credit card,No,No,65+,0
CUST00712,62,119.34,8099.85,2,3,5,One year,Credit card,Fiber optic,No internet,51-65,1
CUST00713,49,74.77,3991.61,2,1,5,Two year,Mailed check,Fiber optic,No internet,36-50,0
CUST00714,21,55.69,1186.99,2,0,3,One year,Credit card,DSL,Yes,65+,1
CUST00715,64,97.41,6292.47,1,8,2,One year,Bank transfer,DSL,No internet,51-65,0
CUST00716,30,50.67,1470.66,5,4,4,Month-to-month,Credit card,No,No internet,36-50,1
CUST00717,54,73.68,4371.08,4,4,0,One year,Credit card,DSL,Yes,26-35,0
CUST00718,12,36.1,465.96,3,3,2,Two year,Bank transfer,DSL,Yes,18-25,1
CUST00719,52,25.1,1334.25,5,6,0,Month-to-month,Mailed check,DSL,Yes,65+,0
CUST00720,50,25.29,1152.83,2,0,3,Two year,Credit card,DSL,Yes,36-50,0
CUST00721,5,113.84,536.17,4,1,0,Month-to-month,Mailed check,No,Yes,65+,1
CUST00722,60,96.19,5834.63,1,1,10,Month-to-month,Electronic check,No,No internet,65+,1
CUST00723,7,92.18,614.08,5,10,1,Two year,Mailed check,No,No,36-50,1
CUST00724,2,82.87,151.72,4,5,0,Month-to-month,Credit card,Fiber optic,Yes,65+,1
CUST00725,68,87.6,6358.43,5,0,7,Month-to-month,Mailed check,No,Yes,26-35,0
CUST00726,60,31.2,1840.36,4,0,8,Two year,Mailed check,DSL,Yes,26-35,0
CUST00727,50,45.13,2252.17,1,8,3,One year,Electronic check,DSL,Yes,51-65,0
CUST00728,54,75.97,3779.15,1,2,4,Two year,Electronic check,Fiber optic,No,65+,0
CUST00729,5,21.47,110.6,3,3,0,Month-to-month,Mailed check,DSL,Yes,18-25,0
CUST00730,51,78.51,4235.72,4,9,6,One year,Mailed check,No,No,18-25,0
CUST00731,50,100.08,5186.39,3,1,6,Two year,Credit card,DSL,No internet,36-50,0
CUST00732,19,28.94,500.91,1,6,2,Month-to-month,Mailed check,DSL,Yes,26-35,1
CUST00733,47,24.64,1260.23,5,4,2,One year,Bank transfer,No,No internet,18-25,0
CUST00734,69,106.57,7467.88,3,8,4,Month-to-month,Electronic check,DSL,No internet,51-65,0
CUST00735,10,101.4,976.76,2,0,0,Month-to-month,Electronic check,DSL,No,51-65,1
CUST00736,47,96.37,4723.53,4,4,6,Two year,Electronic check,DSL,No,65+,1
CUST00737,12,29.35,339.93,1,4,1,One year,Electronic check,DSL,No,65+,1
CUST00738,55,105.55,5366.7,4,3,8,Month-to-month,Bank transfer,No,Yes,51-65,0
CUST00739,64,52.95,3116.67,2,9,5,Two year,Mailed check,No,Yes,36-50,1
CUST00740,47,45.96,2106.71,1,10,7,Month-to-month,Bank transfer,Fiber optic,No,51-65,1
CUST00741,48,97.17,4592.19,4,7,2,Month-to-month,Electronic check,DSL,No,18-25,1
CUST00742,4,66.07,241.08,5,7,0,Two year,Mailed check,No,No internet,26-35,1
CUST00743,62,86.46,4890.08,1,7,5,One year,Bank transfer,No,Yes,26-35,1
CUST00744,57,49.65,2588.3,3,8,5,One year,Credit card,DSL,No internet,26-35,0
CUST00745,43,45.96,2075.78,5,6,2,One year,Bank transfer,No,No internet,36-50,0
CUST00746,6,64.87,383.66,2,0,1,Month-to-month,Bank transfer,Fiber optic,Yes,26-35,1
CUST00747,44,40.82,1813.5,4,7,6,Two year,Bank transfer,Fiber optic,No internet,26-35,1
CUST00748,28,109.31,3018.59,5,7,4,Two year,Credit card,Fiber optic,No internet,65+,1
CUST00749,51,79.13,3820.74,1,5,5,Month-to-month,Electronic check,DSL,No,18-25,1
CUST00750,68,114.36,7938.21,2,7,3,One year,Mailed check,Fiber optic,No,18-25,0
CUST00751,41,39.19,1657.0,3,6,3,Month-to-month,Mailed check,No,No internet,51-65,0
CUST00752,64,91.07,5646.94,2,6,1,Month-to-month,Electronic check,DSL,Yes,51-65,0
CUST00753,27,106.03,3005.71,2,7,1,Month-to-month,Credit card,No,Yes,26-35,1
CUST00754,19,68.21,1193.97,1,7,2,Two year,Credit card,Fiber optic,Yes,51-65,1
CUST00755,22,25.72,542.59,5,8,2,Month-to-month,Electronic check,Fiber optic,No internet,51-65,1
CUST00756,71,43.27,2995.24,1,6,9,Month-to-month,Bank transfer,DSL,Yes,51-65,1
CUST00757,71,21.39,1669.61,3,2,10,One year,Electronic check,Fiber optic,Yes,18-25,0
CUST00758,55,74.64,4407.63,4,7,0,Month-to-month,Mailed check,DSL,No,18-25,1
CUST00759,44,88.53,4239.17,3,9,3,Month-to-month,Bank transfer,Fiber optic,No,26-35,1
CUST00760,33,111.68,3594.58,2,1,3,One year,Mailed check,DSL,No internet,18-25,1
CUST00761,70,42.23,2993.24,4,5,4,Month-to-month,Bank transfer,Fiber optic,No internet,65+,0
CUST00762,71,52.5,3875.77,2,9,3,One year,Bank transfer,No,Yes,26-35,1
CUST00763,16,102.22,1544.65,1,4,2,One year,Credit card,DSL,No,51-65,1
CUST00764,58,59.51,3335.0,2,7,2,Month-to-month,Mailed check,Fiber optic,No internet,65+,0
CUST00765,48,22.34,1120.1,5,8,6,One year,Credit card,Fiber optic,No internet,51-65,1
CUST00766,47,95.35,4792.0,1,2,0,Month-to-month,Bank transfer,No,Yes,26-35,0
CUST00767,24,97.16,2520.31,3,3,4,Month-to-month,Electronic check,Fiber optic,No internet,65+,1
CUST00768,5,78.48,366.76,2,5,0,Month-to-month,Bank transfer,Fiber optic,Yes,18-25,1
CUST00769,20,100.96,2183.11,3,5,0,Month-to-month,Bank transfer,Fiber optic,No,36-50,1
CUST00770,5,42.6,208.95,5,8,0,Month-to-month,Bank transfer,DSL,Yes,36-50,1
CUST00771,32,59.41,1773.06,4,2,0,Two year,Credit card,Fiber optic,No internet,65+,0
CUST00772,30,32.24,1031.36,3,4,0,One year,Electronic check,No,No,36-50,0
CUST00773,18,115.14,1914.14,2,7,3,Month-to-month,Credit card,Fiber optic,No,36-50,1
CUST00774,48,47.79,2094.61,1,6,2,Two year,Credit card,No,Yes,51-65,0
CUST00775,44,82.21,3831.98,5,2,2,One year,Mailed check,DSL,No internet,26-35,0
CUST00776,13,68.16,838.61,4,2,1,One year,Bank transfer,No,No internet,51-65,1
CUST00777,33,58.31,2077.13,2,0,4,One year,Credit card,Fiber optic,Yes,18-25,0
CUST00778,1,77.11,71.84,5,4,0,Month-to-month,Bank transfer,No,Yes,18-25,1
CUST00779,46,89.11,4394.24,3,0,5,Month-to-month,Electronic check,DSL,No internet,26-35,0
CUST00780,13,78.19,936.18,2,10,0,Two year,Mailed check,No,Yes,36-50,1
CUST00781,60,80.55,4472.31,3,2,2,Month-to-month,Bank transfer,No,No,36-50,0
CUST00782,70,99.12,7064.26,1,4,8,One year,Mailed check,No,Yes,26-35,0
CUST00783,31,95.76,3021.35,5,6,2,Month-to-month,Electronic check,No,Yes,26-35,1
CUST00784,44,66.73,2961.31,3,6,4,Two year,Electronic check,No,No internet,65+,1
CUST00785,25,102.95,2595.1,3,6,3,Month-to-month,Mailed check,DSL,Yes,65+,1
CUST00786,35,59.79,1935.84,5,2,2,Two year,Electronic check,No,No,18-25,0
CUST00787,51,36.88,1752.61,2,5,0,Month-to-month,Bank transfer,Fiber optic,No internet,51-65,0
CUST00788,22,95.69,2311.01,4,2,3,Month-to-month,Credit card,DSL,Yes,26-35,1
CUST00789,32,112.21,3294.26,5,9,1,Two year,Credit card,DSL,No internet,51-65,1
CUST00790,51,37.02,1961.13,1,2,6,One year,Credit card,No,No,51-65,0
CUST00791,25,38.51,958.36,3,10,0,Month-to-month,Bank transfer,No,Yes,18-25,1
CUST00792,11,77.49,809.02,2,8,0,One year,Credit card,DSL,No internet,26-35,1
CUST00793,49,105.22,5356.68,4,0,8,Month-to-month,Mailed check,Fiber optic,No internet,18-25,1
CUST00794,42,60.0,2469.72,4,0,7,One year,Electronic check,DSL,No internet,65+,1
CUST00795,46,21.03,981.4,2,7,2,Month-to-month,Electronic check,Fiber optic,Yes,51-65,0
CUST00796,55,85.9,5062.2,1,3,3,Two year,Electronic check,Fiber optic,No internet,18-25,0
CUST00797,56,49.97,3043.84,1,6,5,One year,Electronic check,DSL,No internet,26-35,0
CUST00798,59,37.87,2220.87,4,8,5,Month-to-month,Mailed check,No,Yes,36-50,0
CUST00799,38,38.01,1581.5,3,6,6,Month-to-month,Mailed check,Fiber optic,No,18-25,1
CUST00800,66,75.05,4477.56,1,7,9,One year,Bank transfer,DSL,Yes,36-50,1
CUST00801,72,41.92,2902.13,3,1,12,One year,Bank transfer,DSL,No,36-50,0
CUST00802,55,98.09,5714.47,5,6,9,Month-to-month,Bank transfer,Fiber optic,No,65+,1
CUST00803,48,94.54,4427.65,2,6,8,Two year,Credit card,Fiber optic,No internet,51-65,1
CUST00804,23,39.79,903.07,3,1,0,One year,Bank transfer,No,No,36-50,0
CUST00805,62,94.19,5568.72,1,6,4,Month-to-month,Electronic check,No,No internet,18-25,0
CUST00806,5,78.16,368.94,5,1,0,One year,Mailed check,No,Yes,36-50,1
CUST00807,29,65.56,2074.7,5,4,2,Month-to-month,Mailed check,DSL,No,51-65,1
CUST00808,11,74.22,808.48,3,6,1,Month-to-month,Mailed check,DSL,No,65+,1
CUST00809,9,56.77,490.18,1,8,1,Two year,Credit card,DSL,Yes,51-65,1
CUST00810,61,112.45,6402.52,1,0,8,One year,Mailed check,DSL,No,26-35,0
CUST00811,47,61.19,3095.83,1,5,0,Month-to-month,Bank transfer,Fiber optic,No,51-65,0
CUST00812,66,44.56,2662.77,4,10,7,One year,Mailed check,No,Yes,65+,1
CUST00813,18,38.3,645.75,4,7,2,Month-to-month,Credit card,No,No,65+,1
CUST00814,65,63.09,3869.59,3,10,9,One year,Bank transfer,No,No,26-35,1
CUST00815,39,87.97,3203.82,5,9,6,Two year,Mailed check,Fiber optic,Yes,36-50,1
CUST00816,42,104.82,4705.19,3,9,2,One year,Credit card,Fiber optic,No internet,65+,1
CUST00817,55,96.5,5588.63,5,6,7,Month-to-month,Mailed check,Fiber optic,Yes,26-35,1
CUST00818,8,96.25,754.94,2,9,0,Two year,Bank transfer,No,No internet,18-25,0
CUST00819,69,113.05,7785.69,5,2,6,Two year,Electronic check,DSL,Yes,51-65,0
CUST00820,12,65.75,854.4,1,8,1,One year,Bank transfer,Fiber optic,No internet,36-50,1
CUST00821,21,23.02,504.49,5,8,1,Month-to-month,Bank transfer,Fiber optic,No,65+,0
CUST00822,3,31.3,91.25,5,9,0,Two year,Bank transfer,DSL,No internet,36-50,0
CUST00823,69,63.92,3971.19,3,9,8,Month-to-month,Electronic check,DSL,No internet,65+,1
CUST00824,36,85.87,2933.88,1,2,6,Two year,Credit card,Fiber optic,No internet,65+,1
CUST00825,15,61.43,921.82,1,6,2,One year,Electronic check,No,Yes,18-25,1
CUST00826,44,108.3,4791.6,1,1,6,Two year,Bank transfer,No,No internet,18-25,1
CUST00827,43,20.15,942.61,1,1,7,Month-to-month,Bank transfer,Fiber optic,No internet,36-50,0
CUST00828,6,64.63,352.72,1,8,0,Month-to-month,Mailed check,DSL,No,26-35,0
CUST00829,68,36.56,2707.77,5,2,10,One year,Electronic check,No,No,18-25,0
CUST00830,3,65.76,197.92,5,5,0,One year,Credit card,DSL,No,65+,1
CUST00831,1,62.3,63.45,1,9,0,Month-to-month,Bank transfer,Fiber optic,No,51-65,1
CUST00832,17,21.56,332.29,2,0,0,Two year,Bank transfer,Fiber optic,Yes,36-50,0
CUST00833,36,46.93,1630.71,5,6,5,Two year,Bank transfer,No,No,36-50,1
CUST00834,67,88.05,6341.85,1,1,2,Two year,Bank transfer,Fiber optic,Yes,36-50,0
CUST00835,28,60.78,1537.98,1,2,1,One year,Electronic check,DSL,Yes,26-35,0
CUST00836,71,110.95,7987.54,4,0,3,One year,Credit card,DSL,No,26-35,0
CUST00837,49,51.82,2714.11,3,0,5,One year,Bank transfer,No,No,36-50,0
CUST00838,65,95.39,6448.26,4,5,4,One year,Electronic check,No,No internet,26-35,0
CUST00839,16,55.23,922.01,4,7,0,Two year,Electronic check,Fiber optic,No internet,51-65,0
CUST00840,53,35.23,1754.26,2,3,6,One year,Mailed check,Fiber optic,No internet,18-25,1
CUST00841,17,57.28,936.84,4,10,0,Month-to-month,Credit card,Fiber optic,Yes,65+,1
CUST00842,68,58.7,3724.79,4,9,9,One year,Credit card,Fiber optic,No internet,65+,1
CUST00843,53,37.69,2154.4,4,9,2,Two year,Bank transfer,DSL,No,65+,1
CUST00844,62,106.52,6471.91,5,7,7,One year,Credit card,Fiber optic,Yes,26-35,1
CUST00845,33,72.52,2177.23,3,9,1,Month-to-month,Electronic check,DSL,No internet,65+,1
CUST00846,25,117.6,2998.5,2,2,3,Month-to-month,Electronic check,Fiber optic,Yes,51-65,1
CUST00847,52,34.68,1845.54,1,4,3,Month-to-month,Electronic check,No,No internet,18-25,0
CUST00848,28,50.05,1265.94,5,9,3,Two year,Mailed check,DSL,Yes,65+,1
CUST00849,70,63.48,4290.05,4,4,2,Two year,Bank transfer,Fiber optic,Yes,36-50,1
CUST00850,20,25.56,478.75,3,3,0,One year,Mailed check,No,Yes,65+,0
CUST00851,34,75.87,2641.72,2,9,4,Month-to-month,Electronic check,Fiber optic,No internet,26-35,1
CUST00852,1,28.52,29.43,2,10,0,Month-to-month,Mailed check,No,No,51-65,1
CUST00853,20,95.77,1973.49,3,0,2,Month-to-month,Electronic check,Fiber optic,No,18-25,1
CUST00854,21,51.8,1188.83,2,7,2,Month-to-month,Mailed check,Fiber optic,No,26-35,1
CUST00855,22,27.33,660.25,3,0,1,One year,Credit card,No,No internet,26-35,0
CUST00856,6,34.66,201.04,5,9,0,Month-to-month,Bank transfer,Fiber optic,Yes,26-35,1
CUST00857,39,93.18,3859.59,3,4,6,One year,Electronic check,No,No internet,18-25,1
CUST00858,35,69.34,2196.67,5,6,1,Month-to-month,Credit card,No,No,51-65,1
CUST00859,42,27.62,1219.68,1,7,0,Two year,Electronic check,DSL,No,26-35,0
CUST00860,22,106.39,2384.16,1,4,2,Month-to-month,Credit card,No,No,65+,0
CUST00861,1,54.43,54.92,1,1,0,One year,Electronic check,Fiber optic,No internet,65+,1
CUST00862,51,86.91,4209.79,1,6,0,Month-to-month,Credit card,Fiber optic,Yes,65+,0
CUST00863,32,109.23,3705.89,3,5,2,Month-to-month,Electronic check,DSL,Yes,65+,0
CUST00864,70,34.96,2242.34,5,0,10,Month-to-month,Credit card,DSL,No internet,36-50,0
CUST00865,70,75.47,5477.83,3,10,11,Two year,Credit card,No,No,65+,1
CUST00866,70,21.24,1454.61,2,9,11,One year,Electronic check,No,No,65+,0
CUST00867,27,106.7,3009.03,3,6,1,Month-to-month,Credit card,DSL,No internet,51-65,1
CUST00868,39,46.36,1634.71,5,0,6,Month-to-month,Mailed check,DSL,No internet,26-35,1
CUST00869,6,117.9,737.91,5,9,0,Two year,Electronic check,DSL,Yes,18-25,1
CUST00870,26,88.07,2477.8,4,6,0,Two year,Electronic check,No,Yes,36-50,1
CUST00871,21,100.03,1991.8,1,1,3,Month-to-month,Electronic check,Fiber optic,No internet,26-35,1
CUST00872,19,21.81,391.67,4,10,0,One year,Electronic check,Fiber optic,No,18-25,0
CUST00873,69,87.89,6281.41,2,10,3,Month-to-month,Mailed check,DSL,No,51-65,1
CUST00874,10,102.29,1037.69,2,9,1,One year,Mailed check,DSL,No,26-35,1
CUST00875,32,52.67,1772.73,4,0,2,Month-to-month,Credit card,DSL,No internet,51-65,1
CUST00876,10,93.99,902.53,2,5,1,Month-to-month,Bank transfer,Fiber optic,No internet,51-65,1
CUST00877,7,53.06,394.64,4,3,0,One year,Mailed check,DSL,No,18-25,0
CUST00878,48,24.4,1225.29,1,10,6,Two year,Credit card,DSL,Yes,65+,1
CUST00879,6,79.24,521.88,1,3,0,Month-to-month,Electronic check,DSL,Yes,65+,1
CUST00880,34,53.9,1901.71,4,5,4,Month-to-month,Credit card,No,No internet,26-35,0
CUST00881,51,24.17,1263.06,5,6,0,Month-to-month,Mailed check,Fiber optic,No,36-50,0
CUST00882,42,45.78,1835.6,5,2,0,Two year,Electronic check,No,No,36-50,0
CUST00883,29,71.38,1914.5,1,10,4,Month-to-month,Mailed check,Fiber optic,No internet,36-50,1
CUST00884,68,41.14,3013.66,3,5,6,Month-to-month,Electronic check,DSL,Yes,51-65,0
CUST00885,64,25.23,1679.12,4,0,3,One year,Credit card,Fiber optic,Yes,36-50,0
CUST00886,70,62.31,4316.03,3,7,10,One year,Credit card,DSL,Yes,36-50,1
CUST00887,9,56.6,495.66,1,5,0,Two year,Credit card,DSL,No,26-35,1
