date,region,category,revenue,orders,avg_order_value,return_rate,discount_pct,customer_satisfaction
2023-06-04,North,Books,6920.77,108,64.08,0.149,0.17,4.2
2023-06-04,South,Books,6569.54,118,55.67,0.028,0.27,4.9
2023-06-04,East,Books,7086.6,109,65.01,0.133,0.07,4.4
2023-06-04,West,Home,6704.21,126,53.21,0.073,0.13,3.4
2023-06-04,Central,Books,6778.16,120,56.48,0.129,0.05,5.0
2023-06-05,North,Electronics,6849.01,117,58.54,0.104,0.04,4.8
2023-06-05,South,Home,6257.99,131,47.77,0.132,0.27,4.4
2023-06-05,East,Home,6021.31,94,64.06,0.086,0.17,3.9
2023-06-05,West,Clothing,6585.3,115,57.26,0.113,0.08,4.9
2023-06-05,Central,Electronics,6855.24,121,56.65,0.094,0.21,3.2
2023-06-06,North,Books,6248.43,130,48.06,0.08,0.02,4.8
2023-06-06,South,Electronics,6757.99,144,46.93,0.109,0.16,4.2
2023-06-06,East,Home,24280.12,166,146.27,0.095,0.1,3.7
2023-06-06,West,Clothing,6281.72,97,64.76,0.025,0.28,4.5
2023-06-06,Central,Clothing,6649.08,143,46.5,0.094,0.2,3.6
2023-06-07,North,Home,6323.75,105,60.23,0.031,0.15,4.7
2023-06-07,South,Electronics,6678.26,131,50.98,0.116,0.18,4.8
2023-06-07,East,Books,6863.64,114,60.21,0.125,0.08,4.4
2023-06-07,West,Electronics,6170.81,99,62.33,0.146,0.18,4.6
2023-06-07,Central,Home,6756.98,109,61.99,0.12,0.07,3.9
2023-06-08,North,Books,6573.41,110,59.76,0.118,0.03,3.3
2023-06-08,South,Sports,6550.36,123,53.25,0.05,0.21,3.8
2023-06-08,East,Home,6678.19,124,53.86,0.07,0.09,4.1
2023-06-08,West,Sports,7075.14,110,64.32,0.103,0.29,3.9
2023-06-08,Central,Electronics,7223.63,139,51.97,0.053,0.18,3.9
2023-06-09,North,Sports,6416.62,109,58.87,0.12,0.16,4.4
2023-06-09,South,Home,21852.82,231,94.6,0.033,0.03,3.9
2023-06-09,East,Clothing,6697.65,135,49.61,0.024,0.19,3.1
2023-06-09,West,Electronics,6181.16,125,49.45,0.112,0.04,4.7
2023-06-09,Central,Sports,6354.35,133,47.78,0.124,0.06,3.2
2023-06-10,North,Home,6810.64,117,58.21,0.14,0.08,3.9
2023-06-10,South,Books,6939.59,110,63.09,0.053,0.23,3.6
2023-06-10,East,Books,6985.06,107,65.28,0.043,0.02,5.0
2023-06-10,West,Home,6823.73,139,49.09,0.034,0.16,3.9
2023-06-10,Central,Electronics,6602.78,122,54.12,0.029,0.17,3.5
2023-06-11,North,Clothing,6618.02,122,54.25,0.105,0.0,3.1
2023-06-11,South,Electronics,6578.47,127,51.8,0.087,0.28,4.0
2023-06-11,East,Electronics,6820.61,126,54.13,0.09,0.0,4.9
2023-06-11,West,Books,6853.91,121,56.64,0.063,0.09,3.1
2023-06-11,Central,Books,6398.15,98,65.29,0.09,0.29,3.2
2023-06-12,North,Electronics,6217.34,107,58.11,0.146,0.2,3.6
2023-06-12,South,Books,6841.05,129,53.03,0.083,0.27,3.9
2023-06-12,East,Clothing,6742.7,148,45.56,0.084,0.02,4.1
2023-06-12,West,Home,6787.78,132,51.42,0.146,0.0,3.7
2023-06-12,Central,Sports,6461.65,121,53.4,0.08,0.2,4.7
2023-06-13,North,Electronics,7122.36,148,48.12,0.025,0.04,4.3
2023-06-13,South,Clothing,6053.93,131,46.21,0.022,0.19,4.8
2023-06-13,East,Sports,6834.66,111,61.57,0.042,0.18,4.6
2023-06-13,West,Clothing,6990.12,114,61.32,0.075,0.24,5.0
2023-06-13,Central,Sports,6931.9,118,58.74,0.091,0.1,4.9
2023-06-14,North,Books,6736.28,138,48.81,0.038,0.12,4.4
2023-06-14,South,Sports,6804.51,121,56.24,0.025,0.03,4.7
2023-06-14,East,Electronics,6319.59,139,45.46,0.021,0.28,4.4
2023-06-14,West,Home,6377.58,112,56.94,0.11,0.06,4.3
2023-06-14,Central,Electronics,6409.36,100,64.09,0.098,0.22,4.2
2023-06-15,North,Books,6671.92,142,46.99,0.065,0.0,3.5
2023-06-15,South,Sports,6989.34,148,47.23,0.086,0.14,4.3
2023-06-15,East,Electronics,6964.8,141,49.4,0.124,0.21,4.9
2023-06-15,West,Books,6532.16,111,58.85,0.057,0.13,3.7
2023-06-15,Central,Electronics,6746.52,110,61.33,0.034,0.02,4.1
2023-06-16,North,Clothing,6757.72,122,55.39,0.114,0.18,3.7
2023-06-16,South,Books,6778.96,138,49.12,0.05,0.03,3.5
2023-06-16,East,Electronics,6742.94,137,49.22,0.081,0.15,4.8
2023-06-16,West,Home,7026.37,146,48.13,0.043,0.11,3.9
2023-06-16,Central,Electronics,6815.1,135,50.48,0.11,0.02,3.3
2023-06-17,North,Clothing,6984.74,112,62.36,0.119,0.07,3.6
2023-06-17,South,Sports,7014.26,109,64.35,0.146,0.26,3.2
2023-06-17,East,Clothing,7164.02,115,62.3,0.097,0.25,3.6
2023-06-17,West,Sports,6657.91,133,50.06,0.049,0.28,4.9
2023-06-17,Central,Home,6233.35,98,63.61,0.147,0.01,3.9
2023-06-18,North,Electronics,6729.7,120,56.08,0.079,0.07,4.1
2023-06-18,South,Clothing,6642.62,146,45.5,0.037,0.09,4.3
2023-06-18,East,Sports,7009.29,137,51.16,0.117,0.01,3.9
2023-06-18,West,Home,6905.65,114,60.58,0.044,0.26,4.3
2023-06-18,Central,Books,6716.07,116,57.9,0.089,0.09,4.5
2023-06-19,North,Sports,6706.84,113,59.35,0.123,0.24,3.2
2023-06-19,South,Books,7080.43,153,46.28,0.135,0.03,3.7
2023-06-19,East,Clothing,6388.71,111,57.56,0.104,0.21,4.1
2023-06-19,West,Home,6746.03,130,51.89,0.116,0.23,4.7
2023-06-19,Central,Clothing,6559.9,111,59.1,0.062,0.27,4.0
2023-06-20,North,Sports,6634.32,126,52.65,0.088,0.04,4.4
2023-06-20,South,Books,6769.91,115,58.87,0.079,0.11,4.3
2023-06-20,East,Home,6433.57,102,63.07,0.031,0.12,3.4
2023-06-20,West,Clothing,5946.11,92,64.63,0.056,0.21,4.0
2023-06-20,Central,Sports,6980.43,121,57.69,0.141,0.14,3.8
2023-06-21,North,Clothing,6467.21,108,59.88,0.028,0.26,3.5
2023-06-21,South,Books,7132.74,133,53.63,0.083,0.2,4.1
2023-06-21,East,Sports,6584.56,117,56.28,0.037,0.24,3.3
2023-06-21,West,Electronics,6702.79,104,64.45,0.039,0.09,4.9
2023-06-21,Central,Sports,7069.03,123,57.47,0.057,0.29,4.7
2023-06-22,North,Electronics,6569.62,136,48.31,0.149,0.17,3.9
2023-06-22,South,Electronics,6309.64,120,52.58,0.107,0.29,3.3
2023-06-22,East,Electronics,5951.38,106,56.15,0.073,0.15,3.3
2023-06-22,West,Electronics,6985.9,128,54.58,0.146,0.16,4.0
2023-06-22,Central,Sports,6574.7,104,63.22,0.107,0.24,4.5
2023-06-23,North,Electronics,6526.54,102,63.99,0.115,0.27,3.3
2023-06-23,South,Home,6482.73,122,53.14,0.066,0.1,4.2
2023-06-23,East,Books,6646.07,135,49.23,0.045,0.03,4.7
2023-06-23,West,Home,6393.4,99,64.58,0.061,0.18,4.9
2023-06-23,Central,Clothing,6050.62,95,63.69,0.113,0.13,3.8
2023-06-24,North,Sports,7003.55,136,51.5,0.031,0.22,3.9
2023-06-24,South,Books,6749.54,104,64.9,0.041,0.22,4.8
2023-06-24,East,Clothing,6686.84,108,61.92,0.047,0.14,4.7
2023-06-24,West,Sports,6420.97,99,64.86,0.118,0.03,3.8
2023-06-24,Central,Clothing,6995.02,124,56.41,0.046,0.25,3.6
2023-06-25,North,Books,6570.74,119,55.22,0.128,0.09,4.1
2023-06-25,South,Home,6661.59,147,45.32,0.036,0.2,3.6
2023-06-25,East,Clothing,6745.67,138,48.88,0.024,0.23,4.0
2023-06-25,West,Home,7128.36,136,52.41,0.133,0.19,4.0
2023-06-25,Central,Sports,6655.32,113,58.9,0.115,0.01,3.5
2023-06-26,North,Books,6584.13,121,54.41,0.041,0.08,3.8
2023-06-26,South,Books,6648.28,105,63.32,0.058,0.19,3.2
2023-06-26,East,Clothing,6876.92,114,60.32,0.091,0.26,4.7
2023-06-26,West,Books,7126.94,121,58.9,0.032,0.17,4.6
2023-06-26,Central,Books,7092.39,135,52.54,0.14,0.05,3.4
2023-06-27,North,Sports,6761.71,122,55.42,0.1,0.25,4.1
2023-06-27,South,Home,6360.35,105,60.57,0.139,0.03,3.3
2023-06-27,East,Books,6656.31,146,45.59,0.038,0.13,5.0
2023-06-27,West,Electronics,5945.85,122,48.74,0.049,0.26,3.3
2023-06-27,Central,Clothing,6617.29,133,49.75,0.148,0.13,4.5
2023-06-28,North,Clothing,6778.31,123,55.11,0.034,0.24,4.0
2023-06-28,South,Books,6771.42,146,46.38,0.026,0.09,3.0
2023-06-28,East,Clothing,6860.41,120,57.17,0.044,0.11,3.2
2023-06-28,West,Sports,6821.57,110,62.01,0.065,0.05,4.0
2023-06-28,Central,Sports,6703.69,118,56.81,0.119,0.16,4.4
2023-06-29,North,Sports,6513.78,101,64.49,0.021,0.22,4.8
2023-06-29,South,Clothing,7249.09,133,54.5,0.077,0.29,3.4
2023-06-29,East,Clothing,6454.37,123,52.47,0.087,0.12,4.5
2023-06-29,West,Books,6602.95,119,55.49,0.112,0.17,3.1
2023-06-29,Central,Books,7043.95,136,51.79,0.079,0.22,4.4
2023-06-30,North,Home,6852.57,128,53.54,0.045,0.02,4.7
2023-06-30,South,Clothing,6555.84,120,54.63,0.022,0.2,4.3
2023-06-30,East,Home,6446.1,110,58.6,0.072,0.18,3.2
2023-06-30,West,Electronics,6957.43,109,63.83,0.067,0.06,3.4
2023-06-30,Central,Home,6906.39,139,49.69,0.056,0.21,4.2
2023-07-01,North,Home,6492.35,128,50.72,0.066,0.2,4.9
2023-07-01,South,Electronics,7103.9,148,48.0,0.053,0.15,4.3
2023-07-01,East,Electronics,6717.83,140,47.98,0.128,0.15,3.1
2023-07-01,West,Sports,6922.05,134,51.66,0.033,0.02,4.5
2023-07-01,Central,Clothing,7114.72,117,60.81,0.058,0.15,4.0
2023-07-02,North,Home,28202.67,166,169.9,0.134,0.04,3.9
2023-07-02,South,Electronics,6611.65,106,62.37,0.024,0.17,4.7
2023-07-02,East,Home,6602.01,120,55.02,0.083,0.03,4.4
2023-07-02,West,Sports,7199.22,123,58.53,0.081,0.17,3.3
2023-07-02,Central,Books,6975.93,122,57.18,0.12,0.09,3.1
2023-07-03,North,Books,6845.72,120,57.05,0.065,0.22,3.1
2023-07-03,South,Books,6977.91,148,47.15,0.074,0.02,3.5
2023-07-03,East,Electronics,6592.3,132,49.94,0.138,0.02,3.6
2023-07-03,West,Home,6733.93,130,51.8,0.094,0.27,3.5
2023-07-03,Central,Books,6816.26,115,59.27,0.069,0.12,4.1
2023-07-04,North,Sports,6824.25,116,58.83,0.125,0.2,3.3
2023-07-04,South,Clothing,6646.28,130,51.13,0.085,0.25,4.6
2023-07-04,East,Sports,6974.8,137,50.91,0.072,0.07,4.5
2023-07-04,West,Electronics,6461.54,137,47.16,0.097,0.08,4.1
2023-07-04,Central,Books,6464.24,124,52.13,0.086,0.09,4.3
2023-07-05,North,Books,6723.12,131,51.32,0.101,0.14,4.5
2023-07-05,South,Sports,6809.09,115,59.21,0.085,0.2,4.6
2023-07-05,East,Sports,6837.23,107,63.9,0.125,0.26,4.8
2023-07-05,West,Home,7227.51,156,46.33,0.039,0.05,4.4
2023-07-05,Central,Books,6591.63,129,51.1,0.132,0.27,4.3
2023-07-06,North,Sports,6928.25,136,50.94,0.051,0.07,3.3
2023-07-06,South,Books,6599.45,144,45.83,0.08,0.17,3.9
2023-07-06,East,Books,6744.47,139,48.52,0.123,0.08,4.1
2023-07-06,West,Home,6728.48,116,58.0,0.122,0.02,4.8
2023-07-06,Central,Books,6695.55,144,46.5,0.107,0.27,3.8
2023-07-07,North,Clothing,7036.11,113,62.27,0.035,0.22,4.9
2023-07-07,South,Books,6245.38,97,64.39,0.085,0.03,4.2
2023-07-07,East,Sports,6726.29,111,60.6,0.116,0.24,4.5
2023-07-07,West,Books,6997.17,148,47.28,0.077,0.08,4.2
2023-07-07,Central,Electronics,6720.88,122,55.09,0.061,0.13,4.4
2023-07-08,North,Books,7414.24,116,63.92,0.127,0.01,4.9
2023-07-08,South,Electronics,6672.49,116,57.52,0.11,0.24,3.5
2023-07-08,East,Electronics,6569.43,102,64.41,0.09,0.07,3.9
2023-07-08,West,Books,6729.53,149,45.16,0.059,0.28,4.5
2023-07-08,Central,Books,6639.01,137,48.46,0.134,0.23,3.8
2023-07-09,North,Home,7391.2,161,45.91,0.081,0.12,4.7
2023-07-09,South,Books,6698.2,109,61.45,0.086,0.11,4.2
2023-07-09,East,Home,6222.08,101,61.6,0.11,0.23,4.3
2023-07-09,West,Books,23646.17,180,131.37,0.061,0.02,3.3
2023-07-09,Central,Clothing,7120.13,128,55.63,0.13,0.21,4.6
2023-07-10,North,Sports,6688.21,112,59.72,0.127,0.24,3.4
2023-07-10,South,Home,7143.0,134,53.31,0.143,0.27,3.4
2023-07-10,East,Electronics,7476.5,129,57.96,0.147,0.06,4.4
2023-07-10,West,Home,6615.11,136,48.64,0.098,0.04,4.9
2023-07-10,Central,Home,7019.56,155,45.29,0.128,0.15,3.4
2023-07-11,North,Books,7182.81,146,49.2,0.057,0.15,3.3
2023-07-11,South,Clothing,7094.04,109,65.08,0.074,0.12,3.3
2023-07-11,East,Sports,6523.58,128,50.97,0.079,0.07,4.2
2023-07-11,West,Home,6765.97,124,54.56,0.109,0.21,4.4
2023-07-11,Central,Electronics,6740.96,112,60.19,0.092,0.02,4.9
2023-07-12,North,Sports,6576.12,115,57.18,0.112,0.24,3.0
2023-07-12,South,Home,6903.02,125,55.22,0.107,0.04,4.8
2023-07-12,East,Books,7034.43,145,48.51,0.134,0.04,3.6
2023-07-12,West,Electronics,6900.26,124,55.65,0.061,0.29,4.0
2023-07-12,Central,Books,7092.33,135,52.54,0.1,0.23,3.5
2023-07-13,North,Books,6821.12,133,51.29,0.116,0.15,4.9
2023-07-13,South,Clothing,6223.74,107,58.17,0.039,0.07,3.1
2023-07-13,East,Home,6628.96,132,50.22,0.035,0.27,4.0
2023-07-13,West,Electronics,6022.38,107,56.28,0.13,0.26,3.2
2023-07-13,Central,Clothing,7184.77,153,46.96,0.129,0.22,4.6
2023-07-14,North,Electronics,6463.28,131,49.34,0.088,0.17,3.8
2023-07-14,South,Electronics,6700.07,143,46.85,0.135,0.01,4.4
2023-07-14,East,Books,6744.56,118,57.16,0.04,0.02,4.7
2023-07-14,West,Books,6599.07,113,58.4,0.097,0.0,4.9
2023-07-14,Central,Sports,6461.85,125,51.69,0.037,0.26,4.6
2023-07-15,North,Electronics,6268.78,123,50.97,0.091,0.18,3.2
2023-07-15,South,Electronics,6873.78,113,60.83,0.131,0.05,4.6
2023-07-15,East,Clothing,7103.18,140,50.74,0.036,0.15,3.9
2023-07-15,West,Electronics,6970.62,118,59.07,0.128,0.15,4.0
2023-07-15,Central,Sports,6638.54,105,63.22,0.098,0.03,3.8
2023-07-16,North,Sports,6760.31,117,57.78,0.064,0.14,3.4
2023-07-16,South,Home,7032.54,119,59.1,0.089,0.19,3.2
2023-07-16,East,Clothing,6771.2,110,61.56,0.109,0.09,3.5
2023-07-16,West,Sports,6914.81,129,53.6,0.03,0.01,3.2
2023-07-16,Central,Books,6771.58,116,58.38,0.066,0.18,4.5
2023-07-17,North,Home,6961.03,153,45.5,0.043,0.05,3.8
2023-07-17,South,Home,7432.0,145,51.26,0.118,0.13,4.6
2023-07-17,East,Clothing,7207.08,139,51.85,0.047,0.02,5.0
2023-07-17,West,Electronics,26051.65,192,135.69,0.042,0.14,4.4
2023-07-17,Central,Sports,7348.32,117,62.81,0.114,0.09,4.6
2023-07-18,North,Books,6568.56,102,64.4,0.031,0.04,3.4
2023-07-18,South,Clothing,6602.26,107,61.7,0.132,0.06,4.3
2023-07-18,East,Clothing,6720.85,116,57.94,0.031,0.23,3.3
2023-07-18,West,Clothing,6650.57,124,53.63,0.116,0.13,4.0
2023-07-18,Central,Home,7235.24,145,49.9,0.027,0.0,4.3
2023-07-19,North,Home,6959.9,117,59.49,0.116,0.18,4.1
2023-07-19,South,Sports,6831.68,124,55.09,0.142,0.27,4.7
2023-07-19,East,Electronics,7255.13,146,49.69,0.075,0.09,3.1
2023-07-19,West,Books,7163.31,131,54.68,0.078,0.13,3.3
2023-07-19,Central,Home,6725.26,112,60.05,0.05,0.07,4.8
2023-07-20,North,Clothing,6712.82,108,62.16,0.135,0.22,3.8
2023-07-20,South,Books,7274.26,136,53.49,0.123,0.24,4.7
2023-07-20,East,Clothing,6752.99,112,60.29,0.043,0.05,4.0
2023-07-20,West,Home,6759.85,111,60.9,0.059,0.06,3.1
2023-07-20,Central,Sports,7544.09,144,52.39,0.024,0.02,3.9
2023-07-21,North,Clothing,7009.22,122,57.45,0.083,0.3,4.6
2023-07-21,South,Sports,7001.33,124,56.46,0.099,0.03,3.1
2023-07-21,East,Electronics,6428.27,100,64.28,0.147,0.23,4.2
2023-07-21,West,Clothing,7026.42,124,56.66,0.102,0.26,4.8
2023-07-21,Central,Home,6830.83,141,48.45,0.119,0.15,4.7
2023-07-22,North,Clothing,7109.91,115,61.83,0.077,0.12,4.5
2023-07-22,South,Books,7183.76,143,50.24,0.057,0.05,3.5
2023-07-22,East,Sports,6881.13,119,57.82,0.075,0.07,4.6
2023-07-22,West,Home,6645.25,124,53.59,0.144,0.15,4.4
2023-07-22,Central,Sports,7252.8,120,60.44,0.143,0.03,3.6
2023-07-23,North,Electronics,6845.88,105,65.2,0.071,0.01,4.8
2023-07-23,South,Sports,7186.8,111,64.75,0.146,0.13,4.8
2023-07-23,East,Books,7276.84,123,59.16,0.138,0.0,3.6
2023-07-23,West,Clothing,6293.41,106,59.37,0.135,0.19,4.2
2023-07-23,Central,Home,6840.89,127,53.87,0.121,0.26,3.2
2023-07-24,North,Sports,6677.74,112,59.62,0.149,0.09,3.2
2023-07-24,South,Clothing,6898.3,123,56.08,0.023,0.27,4.1
2023-07-24,East,Sports,6936.87,135,51.38,0.034,0.02,3.7
2023-07-24,West,Electronics,7533.82,130,57.95,0.118,0.28,3.9
2023-07-24,Central,Sports,6940.26,134,51.79,0.094,0.27,4.3
2023-07-25,North,Books,6963.97,125,55.71,0.059,0.2,4.6
2023-07-25,South,Electronics,6829.63,129,52.94,0.063,0.17,4.6
2023-07-25,East,Home,6904.73,132,52.31,0.128,0.02,3.1
2023-07-25,West,Sports,7238.3,134,54.02,0.072,0.17,4.6
2023-07-25,Central,Home,6757.52,108,62.57,0.15,0.21,4.9
2023-07-26,North,Home,6951.38,144,48.27,0.112,0.04,4.4
2023-07-26,South,Clothing,6677.55,107,62.41,0.079,0.01,3.3
2023-07-26,East,Electronics,6356.02,134,47.43,0.036,0.17,3.1
2023-07-26,West,Books,6741.69,140,48.15,0.059,0.15,4.6
2023-07-26,Central,Books,7238.16,157,46.1,0.048,0.25,4.0
2023-07-27,North,Electronics,7308.67,154,47.46,0.074,0.17,4.1
2023-07-27,South,Sports,7420.51,136,54.56,0.037,0.04,4.3
2023-07-27,East,Clothing,6690.03,111,60.27,0.133,0.1,4.6
2023-07-27,West,Sports,6839.14,137,49.92,0.026,0.2,3.9
2023-07-27,Central,Clothing,6732.13,133,50.62,0.112,0.17,4.6
2023-07-28,North,Clothing,6904.57,145,47.62,0.144,0.16,4.5
2023-07-28,South,Home,6635.13,103,64.42,0.085,0.01,4.3
2023-07-28,East,Sports,6253.35,123,50.84,0.078,0.24,4.2
2023-07-28,West,Electronics,6853.6,129,53.13,0.064,0.05,3.0
2023-07-28,Central,Sports,6716.57,143,46.97,0.042,0.04,3.5
2023-07-29,North,Home,6964.7,148,47.06,0.108,0.02,4.9
2023-07-29,South,Clothing,7214.01,141,51.16,0.074,0.1,3.8
2023-07-29,East,Clothing,7446.95,120,62.06,0.051,0.18,3.5
2023-07-29,West,Books,6661.08,104,64.05,0.08,0.12,4.0
2023-07-29,Central,Electronics,6996.79,131,53.41,0.055,0.29,4.4
2023-07-30,North,Home,7034.52,115,61.17,0.078,0.25,4.0
2023-07-30,South,Sports,7407.19,122,60.71,0.148,0.23,4.1
2023-07-30,East,Sports,25302.45,178,142.15,0.058,0.29,3.0
2023-07-30,West,Sports,7330.21,115,63.74,0.053,0.2,5.0
2023-07-30,Central,Clothing,7139.54,115,62.08,0.116,0.17,3.6
2023-07-31,North,Clothing,6861.85,129,53.19,0.114,0.3,4.8
2023-07-31,South,Books,7121.94,116,61.4,0.103,0.29,4.4
2023-07-31,East,Books,7380.31,146,50.55,0.064,0.14,4.2
2023-07-31,West,Electronics,29621.67,193,153.48,0.107,0.12,4.8
2023-07-31,Central,Sports,7081.17,119,59.51,0.031,0.26,4.3
2023-08-01,North,Electronics,6429.88,104,61.83,0.066,0.24,4.7
2023-08-01,South,Electronics,6892.6,132,52.22,0.036,0.11,3.4
2023-08-01,East,Books,7538.76,125,60.31,0.045,0.24,4.3
2023-08-01,West,Home,7074.06,115,61.51,0.146,0.01,4.0
2023-08-01,Central,Home,6928.39,153,45.28,0.034,0.08,4.0
2023-08-02,North,Sports,6662.1,137,48.63,0.107,0.18,3.4
2023-08-02,South,Clothing,6632.25,139,47.71,0.135,0.22,3.5
2023-08-02,East,Sports,6793.36,109,62.32,0.1,0.2,4.8
2023-08-02,West,Books,7371.26,126,58.5,0.076,0.3,3.5
2023-08-02,Central,Books,7058.51,120,58.82,0.087,0.01,4.4
2023-08-03,North,Home,7706.84,138,55.85,0.045,0.02,4.1
2023-08-03,South,Home,7259.59,159,45.66,0.145,0.28,3.4
2023-08-03,East,Home,7012.66,121,57.96,0.125,0.18,4.3
2023-08-03,West,Electronics,7159.24,138,51.88,0.082,0.29,4.7
2023-08-03,Central,Sports,7222.32,145,49.81,0.101,0.23,4.3
2023-08-04,North,Electronics,6746.79,119,56.7,0.139,0.11,4.8
2023-08-04,South,Electronics,6891.31,149,46.25,0.059,0.19,3.1
2023-08-04,East,Books,6582.62,112,58.77,0.13,0.12,4.2
2023-08-04,West,Home,6565.17,108,60.79,0.07,0.24,4.8
2023-08-04,Central,Electronics,7391.83,128,57.75,0.079,0.1,3.4
2023-08-05,North,Clothing,7405.91,159,46.58,0.138,0.04,4.0
2023-08-05,South,Sports,7326.19,140,52.33,0.078,0.07,4.6
2023-08-05,East,Books,7324.34,136,53.86,0.06,0.27,4.6
2023-08-05,West,Books,7179.75,149,48.19,0.058,0.29,4.0
2023-08-05,Central,Sports,6991.66,140,49.94,0.132,0.13,3.4
2023-08-06,North,Electronics,6952.96,141,49.31,0.064,0.2,4.4
2023-08-06,South,Books,7496.58,145,51.7,0.1,0.13,3.3
2023-08-06,East,Electronics,7047.2,130,54.21,0.084,0.28,4.3
2023-08-06,West,Books,6975.76,141,49.47,0.125,0.11,3.8
2023-08-06,Central,Books,20468.31,165,124.05,0.024,0.03,3.6
2023-08-07,North,Electronics,7239.16,120,60.33,0.046,0.09,3.4
2023-08-07,South,Sports,7477.05,148,50.52,0.052,0.06,3.4
2023-08-07,East,Electronics,7092.6,115,61.67,0.064,0.06,3.9
2023-08-07,West,Clothing,7241.05,138,52.47,0.142,0.29,5.0
2023-08-07,Central,Clothing,7556.16,163,46.36,0.123,0.06,3.8
2023-08-08,North,Clothing,6695.65,127,52.72,0.14,0.23,4.2
2023-08-08,South,Books,7265.28,151,48.11,0.133,0.26,4.9
2023-08-08,East,Electronics,6914.08,110,62.86,0.122,0.24,4.2
2023-08-08,West,Books,7259.93,115,63.13,0.085,0.14,3.6
2023-08-08,Central,Home,7370.73,140,52.65,0.082,0.17,4.3
2023-08-09,North,Home,7231.86,147,49.2,0.132,0.12,3.6
2023-08-09,South,Books,6701.68,106,63.22,0.053,0.03,4.5
2023-08-09,East,Sports,7020.8,141,49.79,0.101,0.13,3.9
2023-08-09,West,Books,7470.57,140,53.36,0.055,0.01,3.9
2023-08-09,Central,Sports,7110.46,112,63.49,0.087,0.19,4.6
2023-08-10,North,Electronics,7250.41,114,63.6,0.067,0.16,3.7
2023-08-10,South,Books,7028.61,117,60.07,0.045,0.18,3.3
2023-08-10,East,Sports,6928.96,111,62.42,0.139,0.0,3.6
2023-08-10,West,Sports,7361.98,138,53.35,0.119,0.0,4.3
2023-08-10,Central,Home,6660.48,102,65.3,0.05,0.22,3.4
2023-08-11,North,Home,7182.17,128,56.11,0.064,0.03,4.7
2023-08-11,South,Home,7538.32,140,53.85,0.047,0.13,4.1
2023-08-11,East,Electronics,6863.5,144,47.66,0.085,0.2,3.7
2023-08-11,West,Home,7420.43,149,49.8,0.119,0.21,3.6
2023-08-11,Central,Books,6809.53,149,45.7,0.094,0.24,4.8
2023-08-12,North,Home,6949.25,123,56.5,0.047,0.12,4.1
2023-08-12,South,Books,7205.44,127,56.74,0.032,0.03,4.1
2023-08-12,East,Home,7284.3,159,45.81,0.023,0.06,4.8
2023-08-12,West,Home,6997.53,137,51.08,0.027,0.16,3.3
2023-08-12,Central,Clothing,7284.94,117,62.26,0.149,0.04,3.8
2023-08-13,North,Clothing,7147.9,113,63.26,0.06,0.25,4.3
2023-08-13,South,Books,6863.22,142,48.33,0.096,0.15,4.4
2023-08-13,East,Home,7154.89,149,48.02,0.099,0.07,3.7
2023-08-13,West,Home,7196.93,127,56.67,0.095,0.22,3.6
2023-08-13,Central,Books,7403.57,125,59.23,0.071,0.25,4.7
2023-08-14,North,Sports,6945.17,130,53.42,0.115,0.14,4.8
2023-08-14,South,Clothing,7328.36,138,53.1,0.135,0.05,4.8
2023-08-14,East,Electronics,7525.87,134,56.16,0.111,0.22,3.4
2023-08-14,West,Electronics,6234.1,111,56.16,0.118,0.15,4.6
2023-08-14,Central,Clothing,7208.71,135,53.4,0.086,0.14,3.1
2023-08-15,North,Clothing,7009.36,133,52.7,0.072,0.0,3.2
2023-08-15,South,Home,6710.75,105,63.91,0.083,0.02,4.1
2023-08-15,East,Clothing,7215.57,150,48.1,0.042,0.01,3.2
2023-08-15,West,Home,7913.53,155,51.06,0.042,0.2,3.0
2023-08-15,Central,Sports,7132.94,146,48.86,0.048,0.21,4.7
2023-08-16,North,Electronics,7509.61,122,61.55,0.071,0.09,3.1
2023-08-16,South,Books,7705.62,127,60.67,0.138,0.06,3.0
2023-08-16,East,Electronics,33437.85,237,141.09,0.049,0.26,4.6
2023-08-16,West,Electronics,7277.74,150,48.52,0.126,0.1,4.3
2023-08-16,Central,Home,7030.53,122,57.63,0.142,0.04,3.4
2023-08-17,North,Home,7084.31,133,53.27,0.048,0.07,4.3
2023-08-17,South,Electronics,7344.58,145,50.65,0.029,0.07,3.6
2023-08-17,East,Sports,6502.4,138,47.12,0.042,0.29,4.2
2023-08-17,West,Clothing,6700.5,103,65.05,0.063,0.19,4.8
2023-08-17,Central,Sports,6956.62,127,54.78,0.139,0.13,4.0
2023-08-18,North,Electronics,7742.3,129,60.02,0.05,0.18,4.8
2023-08-18,South,Electronics,7031.54,116,60.62,0.038,0.15,3.4
2023-08-18,East,Clothing,7666.73,145,52.87,0.14,0.18,4.9
2023-08-18,West,Electronics,7190.89,142,50.64,0.088,0.29,4.3
2023-08-18,Central,Books,6941.74,136,51.04,0.065,0.06,3.1
2023-08-19,North,Clothing,7996.93,131,61.05,0.099,0.11,3.6
2023-08-19,South,Electronics,32115.56,187,171.74,0.144,0.02,5.0
2023-08-19,East,Clothing,7362.47,151,48.76,0.051,0.02,4.4
2023-08-19,West,Clothing,7159.84,139,51.51,0.075,0.18,3.6
2023-08-19,Central,Home,6521.36,133,49.03,0.03,0.29,3.8
2023-08-20,North,Sports,6865.11,141,48.69,0.099,0.13,3.3
