transaction_id,timestamp,amount,merchant_category,payment_method,country,customer_age,transaction_hour,is_weekend,distance_from_home_km,is_fraud
TXN002437,2024-12-01T18:01:00,73.41,healthcare,digital_wallet,JP,52,7,0,4.2,0
TXN002438,2024-02-15T14:20:00,6.21,grocery,credit,AU,73,6,0,5.5,0
TXN002439,2024-09-25T13:20:00,37.96,grocery,digital_wallet,DE,32,13,1,1.2,0
TXN002440,2024-05-27T20:53:00,20.14,grocery,digital_wallet,FR,69,5,0,0.9,0
TXN002441,2024-04-12T07:14:00,69.8,healthcare,digital_wallet,CA,77,9,0,21.8,0
TXN002442,2024-05-03T15:41:00,5.19,online,debit,US,23,17,0,2.0,0
TXN002443,2024-04-18T05:18:00,60.78,travel,debit,DE,72,10,1,1.7,0
TXN002444,2024-08-18T02:43:00,9983.26,retail,debit,US,76,21,0,15.1,1
TXN002445,2024-10-02T04:43:00,443.57,retail,credit,AU,44,5,0,11.4,0
TXN002446,2024-01-11T20:16:00,47.44,retail,digital_wallet,CA,40,11,1,2.1,0
TXN002447,2024-09-20T08:05:00,7.09,restaurant,digital_wallet,FR,65,23,0,5.3,0
TXN002448,2024-09-10T22:29:00,20.94,healthcare,credit,AU,78,21,0,1.0,0
TXN002449,2024-03-22T15:40:00,115.98,grocery,debit,FR,22,21,1,1.1,0
TXN002450,2024-01-16T01:37:00,1751.14,retail,debit,JP,79,3,0,20.3,0
TXN002451,2024-02-18T14:43:00,126.14,healthcare,digital_wallet,AU,69,12,0,1.1,0
TXN002452,2024-11-11T00:04:00,111.87,grocery,credit,JP,62,13,0,14.1,0
TXN002453,2024-12-12T01:51:00,82.84,travel,debit,JP,21,14,0,6.8,0
TXN002454,2024-06-28T00:48:00,20.26,grocery,debit,US,67,14,0,4.0,0
TXN002455,2024-11-13T23:33:00,72.25,restaurant,debit,DE,76,12,0,3.0,0
TXN002456,2024-10-08T12:22:00,130.65,grocery,credit,JP,48,21,0,25.7,0
TXN002457,2024-11-05T22:43:00,29.65,retail,debit,DE,70,21,1,5.7,0
TXN002458,2024-06-06T00:57:00,35.24,travel,digital_wallet,DE,59,15,1,49.8,0
TXN002459,2024-07-26T04:05:00,45.93,grocery,credit,CA,41,13,0,1.0,0
TXN002460,2024-05-15T00:44:00,30.7,restaurant,credit,JP,49,6,1,1.6,0
TXN002461,2024-02-08T10:01:00,18.12,healthcare,debit,DE,60,23,0,42.9,0
TXN002462,2024-03-18T04:49:00,5.11,grocery,debit,US,43,14,0,0.5,0
TXN002463,2024-11-04T02:42:00,6.6,healthcare,credit,JP,56,20,0,2.5,0
TXN002464,2024-06-20T05:47:00,19.93,grocery,debit,DE,38,11,0,5.4,0
TXN002465,2024-01-08T02:14:00,6.24,restaurant,digital_wallet,AU,78,4,0,20.8,0
TXN002466,2024-09-11T23:07:00,76.69,retail,credit,US,42,8,0,0.7,0
TXN002467,2024-05-20T12:12:00,774.23,retail,credit,JP,50,12,0,8.1,0
TXN002468,2024-05-12T05:35:00,514.0,grocery,digital_wallet,FR,80,10,0,3.0,0
TXN002469,2024-04-20T21:47:00,41.35,grocery,debit,FR,20,22,0,16.2,0
TXN002470,2024-11-09T12:15:00,17.0,online,debit,DE,27,14,0,1.5,0
TXN002471,2024-09-13T16:13:00,3.98,grocery,digital_wallet,JP,50,11,0,4.7,0
TXN002472,2024-02-03T19:52:00,35.63,grocery,credit,JP,30,14,0,33.2,0
TXN002473,2024-01-06T23:41:00,100.85,grocery,credit,FR,46,16,0,3.3,0
TXN002474,2024-10-23T13:42:00,247.99,online,credit,UK,63,6,0,3.2,0
TXN002475,2024-10-07T00:49:00,114.46,restaurant,credit,CA,51,9,0,1.4,0
TXN002476,2024-10-08T17:14:00,9.87,grocery,credit,CA,56,23,1,6.4,0
TXN002477,2024-01-23T20:28:00,112.56,restaurant,digital_wallet,CA,74,20,0,3.6,0
TXN002478,2024-10-16T15:54:00,145.62,restaurant,digital_wallet,AU,48,2,1,13.1,0
TXN002479,2024-08-23T18:48:00,267.0,travel,digital_wallet,US,29,13,0,19.0,0
TXN002480,2024-03-20T15:51:00,6155.31,healthcare,credit,DE,77,21,0,7.4,0
TXN002481,2024-05-17T12:26:00,4.36,restaurant,digital_wallet,FR,51,2,0,4.0,0
TXN002482,2024-07-27T19:09:00,315.39,retail,credit,FR,76,22,1,8.9,0
TXN002483,2024-09-07T21:40:00,4.03,online,debit,DE,38,10,0,5.9,0
TXN002484,2024-07-17T07:50:00,708.88,restaurant,credit,JP,64,18,1,4.4,0
TXN002485,2024-01-19T02:40:00,5.36,healthcare,digital_wallet,DE,59,11,0,2.3,0
TXN002486,2024-11-24T18:47:00,49.68,restaurant,credit,JP,51,5,0,18.4,0
TXN002487,2024-11-03T22:20:00,501.15,healthcare,debit,JP,40,18,1,8.4,0
TXN002488,2024-06-21T05:58:00,286.47,grocery,credit,DE,57,0,1,1.4,0
TXN002489,2024-01-08T02:26:00,118.41,online,credit,FR,44,3,0,9.1,0
TXN002490,2024-09-11T17:34:00,48.89,online,digital_wallet,DE,22,11,0,44.9,0
TXN002491,2024-06-20T10:20:00,136.24,grocery,credit,DE,45,10,0,11.7,0
TXN002492,2024-10-15T18:57:00,95.41,healthcare,credit,JP,42,16,0,47.6,0
TXN002493,2024-08-09T12:18:00,43.75,restaurant,digital_wallet,AU,19,15,1,7.8,0
TXN002494,2024-07-09T15:29:00,21.82,grocery,digital_wallet,DE,80,2,0,2.6,0
TXN002495,2024-08-12T12:42:00,6.18,restaurant,debit,CA,79,4,0,29.2,0
TXN002496,2024-11-27T16:58:00,366.85,online,digital_wallet,DE,35,15,1,17.2,0
TXN002497,2024-08-03T23:15:00,21.18,online,digital_wallet,AU,56,2,0,3.9,0
TXN002498,2024-06-23T07:06:00,92.89,retail,digital_wallet,JP,49,1,0,27.9,0
TXN002499,2024-02-16T17:03:00,128.65,grocery,credit,UK,31,16,1,9.3,0
TXN002500,2024-09-03T03:28:00,40.64,travel,credit,DE,75,4,1,8.9,0
TXN002501,2024-01-05T09:57:00,91.91,retail,credit,UK,58,16,0,15.1,0
TXN002502,2024-02-05T13:47:00,12.8,retail,credit,AU,70,6,0,6.6,0
TXN002503,2024-12-15T18:10:00,19.6,restaurant,credit,JP,55,7,0,16.6,0
TXN002504,2024-06-26T17:04:00,893.41,grocery,digital_wallet,US,45,20,0,13.1,0
TXN002505,2024-11-26T07:53:00,42868.39,healthcare,digital_wallet,UK,28,1,1,6.4,1
TXN002506,2024-03-24T02:40:00,187.11,grocery,debit,DE,63,6,1,7.6,0
TXN002507,2024-06-09T00:38:00,55.61,travel,credit,DE,24,10,1,0.7,0
TXN002508,2024-11-04T00:29:00,1118.65,healthcare,debit,US,54,21,0,1.4,0
TXN002509,2024-01-15T11:09:00,33.88,online,debit,JP,58,12,1,0.6,0
TXN002510,2024-03-16T08:40:00,28.48,online,debit,CA,54,2,0,7.4,0
TXN002511,2024-07-04T22:59:00,38.03,healthcare,digital_wallet,UK,75,16,1,3.1,0
TXN002512,2024-09-18T12:57:00,29.86,restaurant,digital_wallet,US,23,5,1,16.7,0
TXN002513,2024-06-06T21:03:00,166.81,retail,debit,JP,76,9,0,6.1,0
TXN002514,2024-12-22T08:46:00,20.93,travel,debit,JP,72,13,0,14.7,0
TXN002515,2024-05-16T13:53:00,155.45,travel,credit,DE,26,13,0,15.0,0
TXN002516,2024-04-12T17:37:00,17.85,restaurant,digital_wallet,FR,80,19,1,1.6,0
TXN002517,2024-01-09T06:53:00,114.42,online,digital_wallet,JP,54,9,1,5.8,0
TXN002518,2024-07-16T08:40:00,58.47,retail,digital_wallet,CA,67,21,1,2.9,0
TXN002519,2024-03-28T11:48:00,17.34,travel,digital_wallet,US,65,11,0,5.6,0
TXN002520,2024-04-20T15:10:00,12.63,retail,debit,UK,60,19,1,0.2,0
TXN002521,2024-12-05T10:34:00,5.43,restaurant,debit,UK,69,8,0,0.5,0
TXN002522,2024-06-02T19:06:00,176.99,restaurant,credit,AU,52,4,1,0.8,0
TXN002523,2024-05-13T10:17:00,10.0,restaurant,credit,DE,56,11,0,5.8,0
TXN002524,2024-07-09T18:20:00,184.32,healthcare,credit,US,76,17,0,15.8,0
TXN002525,2024-08-13T06:29:00,2072.41,travel,debit,CA,50,14,1,4.3,0
TXN002526,2024-08-26T20:01:00,47.94,travel,credit,FR,31,12,1,20.6,0
TXN002527,2024-06-08T19:29:00,35.74,restaurant,debit,DE,57,23,0,16.0,0
TXN002528,2024-08-06T12:05:00,70.26,travel,debit,DE,55,15,0,1.0,0
TXN002529,2024-08-02T14:45:00,147.94,healthcare,credit,AU,22,11,1,5.2,0
TXN002530,2024-01-18T18:08:00,40114.09,retail,credit,DE,70,15,0,7.9,1
TXN002531,2024-08-03T22:56:00,7.25,healthcare,digital_wallet,UK,32,17,0,8.6,0
TXN002532,2024-11-19T01:21:00,8.27,healthcare,digital_wallet,US,80,11,1,21.9,0
TXN002533,2024-08-09T21:10:00,42.7,grocery,debit,JP,26,4,0,4.0,0
TXN002534,2024-02-18T21:59:00,5.11,grocery,credit,CA,36,23,0,1.6,0
TXN002535,2024-02-25T18:25:00,40.57,retail,credit,AU,40,19,0,16.2,0
TXN002536,2024-06-13T06:44:00,74.46,online,debit,CA,20,13,0,3.3,0
TXN002537,2024-06-27T02:19:00,19.57,online,digital_wallet,UK,56,16,0,4.0,0
TXN002538,2024-04-24T08:19:00,275.0,healthcare,digital_wallet,US,29,10,0,9.6,0
TXN002539,2024-11-13T08:41:00,202.68,grocery,credit,JP,66,10,0,18.1,0
TXN002540,2024-09-23T10:43:00,19.37,travel,debit,US,53,2,1,3.9,0
TXN002541,2024-12-22T09:12:00,54.31,travel,credit,JP,35,11,0,1.4,0
TXN002542,2024-02-28T21:26:00,12.28,restaurant,debit,UK,32,18,0,11.5,0
TXN002543,2024-03-11T06:41:00,34.38,grocery,credit,AU,37,0,1,15.6,0
TXN002544,2024-09-16T04:39:00,48.84,restaurant,debit,JP,45,2,0,2.7,0
TXN002545,2024-09-13T09:08:00,214.79,restaurant,credit,US,26,19,0,8.6,0
TXN002546,2024-11-27T19:45:00,13.99,healthcare,debit,UK,24,12,0,6.1,0
TXN002547,2024-12-10T12:29:00,43.7,healthcare,digital_wallet,FR,39,11,0,2.3,0
TXN002548,2024-04-05T07:24:00,209.79,retail,credit,AU,21,20,0,20.3,0
TXN002549,2024-07-09T15:30:00,30.35,restaurant,digital_wallet,US,69,3,0,19.5,0
TXN002550,2024-09-04T21:06:00,251.82,travel,digital_wallet,FR,50,19,0,5.6,0
TXN002551,2024-02-18T12:08:00,73.5,healthcare,debit,UK,23,6,0,6.0,0
TXN002552,2024-08-04T10:44:00,21.44,grocery,digital_wallet,US,68,19,1,0.9,0
TXN002553,2024-05-21T08:11:00,96.5,restaurant,digital_wallet,FR,78,19,0,14.0,0
TXN002554,2024-06-10T15:03:00,36.15,healthcare,digital_wallet,DE,77,14,0,20.5,0
TXN002555,2024-02-21T02:53:00,70.82,grocery,debit,UK,47,23,0,5.1,0
TXN002556,2024-12-20T12:44:00,69.27,travel,digital_wallet,AU,73,17,1,7.5,0
TXN002557,2024-07-08T04:39:00,10.94,restaurant,digital_wallet,FR,18,10,0,7.5,0
TXN002558,2024-03-24T05:17:00,3.38,restaurant,digital_wallet,JP,57,16,1,37.9,0
TXN002559,2024-09-24T09:29:00,86.68,restaurant,credit,DE,27,0,0,1.8,0
TXN002560,2024-05-23T12:53:00,14.13,restaurant,debit,FR,58,18,0,3.1,0
TXN002561,2024-09-19T11:21:00,30.59,restaurant,digital_wallet,AU,51,7,1,2.0,0
TXN002562,2024-05-03T15:34:00,32.96,travel,credit,US,41,23,1,8.6,0
TXN002563,2024-03-18T17:24:00,48.7,travel,digital_wallet,AU,37,11,0,12.7,0
TXN002564,2024-10-24T17:01:00,130.76,grocery,digital_wallet,CA,73,17,0,2.2,0
TXN002565,2024-01-02T20:30:00,17.66,restaurant,credit,UK,46,16,0,6.8,0
TXN002566,2024-12-22T16:50:00,93.48,grocery,debit,AU,49,7,0,2.8,0
TXN002567,2024-02-18T01:47:00,552.94,retail,digital_wallet,CA,51,15,0,1.3,0
TXN002568,2024-03-02T16:42:00,969.65,restaurant,debit,FR,65,2,0,19.6,0
TXN002569,2024-09-01T16:58:00,11.3,retail,digital_wallet,CA,18,10,0,0.2,0
TXN002570,2024-05-21T16:46:00,58.45,travel,digital_wallet,JP,64,4,0,2.2,0
TXN002571,2024-07-13T21:26:00,138.45,retail,debit,UK,25,9,1,7.2,0
TXN002572,2024-09-20T13:24:00,11134.46,online,debit,DE,61,13,0,2.6,0
TXN002573,2024-09-06T18:14:00,40.25,healthcare,credit,DE,68,4,0,29.6,0
TXN002574,2024-12-24T11:39:00,523.94,online,digital_wallet,DE,26,14,0,8.6,0
TXN002575,2024-10-12T08:11:00,1922.25,travel,credit,FR,50,16,0,2.7,0
TXN002576,2024-06-22T11:01:00,89.57,travel,credit,UK,68,6,1,10.1,0
TXN002577,2024-05-19T20:56:00,2.61,restaurant,digital_wallet,US,20,9,1,4.4,0
TXN002578,2024-12-14T20:41:00,23.84,restaurant,digital_wallet,UK,28,16,0,7.9,0
TXN002579,2024-12-10T16:49:00,27.54,retail,credit,UK,38,4,0,5.4,0
TXN002580,2024-02-04T17:04:00,93.4,healthcare,debit,DE,53,12,0,4.0,0
TXN002581,2024-05-08T19:39:00,6.75,online,credit,FR,31,10,0,5.7,0
TXN002582,2024-05-03T22:45:00,684.32,healthcare,digital_wallet,DE,54,22,1,2.1,0
TXN002583,2024-04-22T17:33:00,390.35,travel,digital_wallet,DE,72,1,0,0.6,0
TXN002584,2024-03-28T02:31:00,1559.02,online,debit,AU,61,13,0,45.4,0
TXN002585,2024-10-15T00:48:00,15.92,online,credit,CA,42,23,0,0.5,0
TXN002586,2024-10-01T09:39:00,27.79,grocery,debit,FR,60,3,0,1.7,0
TXN002587,2024-10-15T03:57:00,103.77,retail,digital_wallet,DE,47,22,0,8.9,0
TXN002588,2024-02-08T15:05:00,5.03,grocery,digital_wallet,AU,25,1,0,3.9,0
TXN002589,2024-10-26T17:30:00,15.01,grocery,credit,US,50,10,0,11.3,0
TXN002590,2024-07-11T21:53:00,315.77,healthcare,debit,CA,23,4,0,0.9,0
TXN002591,2024-10-11T15:32:00,33.14,retail,debit,AU,24,7,0,6.4,0
TXN002592,2024-02-24T04:47:00,9615.42,grocery,credit,CA,55,9,1,44.5,0
TXN002593,2024-10-22T00:03:00,91.7,retail,debit,JP,29,21,0,5.2,0
TXN002594,2024-12-03T14:17:00,36.13,grocery,debit,AU,66,10,0,4.2,0
TXN002595,2024-04-05T05:59:00,9.99,online,digital_wallet,US,62,10,0,7.0,0
TXN002596,2024-04-08T04:38:00,6.25,retail,digital_wallet,JP,77,4,0,8.2,0
TXN002597,2024-06-11T03:38:00,57.05,restaurant,debit,US,72,18,0,43.6,0
TXN002598,2024-08-19T10:06:00,351.05,online,credit,CA,57,5,0,4.6,0
TXN002599,2024-01-20T10:20:00,103.38,healthcare,credit,UK,77,23,0,9.4,0
TXN002600,2024-04-14T04:42:00,78.31,online,credit,DE,23,20,0,0.8,0
TXN002601,2024-11-13T09:01:00,9.9,online,debit,US,61,6,1,37.0,0
TXN002602,2024-08-23T09:13:00,141.42,retail,credit,AU,72,2,1,10.7,0
TXN002603,2024-04-21T14:14:00,44716.59,travel,credit,DE,59,16,1,2.0,1
TXN002604,2024-03-21T03:01:00,46.88,healthcare,credit,CA,57,6,0,0.3,0
TXN002605,2024-07-27T13:00:00,162.48,online,debit,AU,49,21,1,7.5,0
TXN002606,2024-07-04T01:22:00,6.94,travel,digital_wallet,AU,58,0,1,0.2,0
TXN002607,2024-02-20T08:26:00,69.55,online,digital_wallet,DE,68,10,1,2.3,0
TXN002608,2024-12-06T10:08:00,243.56,online,debit,FR,74,15,1,0.8,0
TXN002609,2024-05-16T06:17:00,35.87,retail,credit,CA,75,3,0,2.7,0
TXN002610,2024-12-08T06:23:00,72.29,retail,digital_wallet,JP,23,18,0,8.1,0
TXN002611,2024-01-08T10:48:00,7.06,travel,credit,CA,41,6,0,4.0,0
TXN002612,2024-02-28T01:17:00,1789.82,retail,digital_wallet,AU,80,14,0,17.9,0
TXN002613,2024-11-12T11:12:00,1154.05,restaurant,digital_wallet,US,52,21,0,15.6,0
TXN002614,2024-01-25T03:10:00,102.49,retail,digital_wallet,US,79,13,1,20.8,0
TXN002615,2024-05-13T10:55:00,753.24,retail,digital_wallet,FR,52,12,0,8.7,0
TXN002616,2024-10-07T08:37:00,57.68,healthcare,credit,US,57,14,0,1.5,0
TXN002617,2024-05-19T06:20:00,76.45,grocery,credit,UK,75,17,1,5.6,0
TXN002618,2024-08-26T06:28:00,9.01,online,digital_wallet,UK,40,9,0,2.9,0
TXN002619,2024-11-01T09:38:00,38.49,grocery,credit,CA,25,4,0,0.5,0
TXN002620,2024-08-17T07:07:00,812.24,online,digital_wallet,DE,54,21,1,2.8,0
TXN002621,2024-06-17T04:46:00,155.66,restaurant,digital_wallet,FR,20,13,0,20.6,0
TXN002622,2024-07-05T04:06:00,15.36,retail,digital_wallet,AU,65,9,1,8.9,0
TXN002623,2024-03-01T00:43:00,307.5,online,digital_wallet,AU,42,16,0,14.3,0
TXN002624,2024-06-28T10:04:00,25.71,travel,digital_wallet,UK,26,2,0,5.5,0
TXN002625,2024-06-02T06:10:00,40.35,retail,credit,DE,29,15,1,0.4,0
TXN002626,2024-11-26T19:57:00,74.32,healthcare,digital_wallet,FR,49,19,1,7.7,0
TXN002627,2024-01-06T10:26:00,7.84,restaurant,debit,UK,32,22,0,5.1,0
TXN002628,2024-06-26T10:33:00,6.77,grocery,debit,CA,62,4,0,32.3,0
TXN002629,2024-07-08T23:19:00,19.47,retail,digital_wallet,JP,49,23,0,2.0,0
TXN002630,2024-05-09T06:03:00,99.16,grocery,debit,AU,30,17,0,5.4,0
TXN002631,2024-07-10T07:49:00,178.54,travel,credit,CA,49,9,0,3.3,0
TXN002632,2024-11-07T07:27:00,85.34,healthcare,debit,JP,59,2,0,9.3,0
TXN002633,2024-01-03T21:02:00,47.12,online,credit,US,29,17,0,51.1,0
TXN002634,2024-08-17T23:06:00,34.02,online,digital_wallet,DE,36,14,1,22.5,0
TXN002635,2024-06-24T12:33:00,17.7,online,debit,UK,30,4,0,1.4,0
TXN002636,2024-05-11T12:51:00,22.36,travel,debit,UK,67,11,0,37.7,0
TXN002637,2024-12-22T22:04:00,11.58,grocery,digital_wallet,AU,69,14,1,2.0,0
TXN002638,2024-02-27T11:09:00,49.66,grocery,digital_wallet,AU,56,9,1,11.7,0
TXN002639,2024-03-04T16:58:00,12.36,grocery,credit,CA,79,6,1,7.8,0
TXN002640,2024-07-11T23:34:00,32.63,travel,digital_wallet,JP,78,12,0,27.5,0
TXN002641,2024-02-04T08:10:00,6.03,online,debit,DE,77,19,0,5.7,0
TXN002642,2024-11-23T05:18:00,14.22,travel,credit,JP,66,21,1,1.6,0
TXN002643,2024-06-16T08:17:00,62.25,restaurant,credit,CA,54,2,0,13.2,0
TXN002644,2024-08-12T11:58:00,249.0,grocery,debit,CA,68,2,0,16.2,0
TXN002645,2024-05-05T14:33:00,229.91,retail,digital_wallet,US,54,5,0,4.6,0
TXN002646,2024-04-23T08:56:00,4.87,healthcare,digital_wallet,FR,54,14,1,8.3,0
TXN002647,2024-06-27T09:08:00,19.98,grocery,credit,CA,67,18,1,4.3,0
TXN002648,2024-06-12T00:41:00,49.27,travel,debit,CA,31,4,0,38.8,0
TXN002649,2024-10-10T23:09:00,3.49,grocery,digital_wallet,FR,64,13,1,6.3,0
TXN002650,2024-05-28T02:13:00,137.63,healthcare,digital_wallet,AU,23,23,0,8.8,0
TXN002651,2024-05-14T19:04:00,69.56,travel,debit,DE,30,21,0,38.9,0
TXN002652,2024-03-12T16:19:00,8.0,restaurant,digital_wallet,US,68,5,1,1.4,0
TXN002653,2024-10-25T19:06:00,26.83,online,credit,CA,73,9,1,23.5,0
TXN002654,2024-03-06T23:19:00,402.12,travel,credit,JP,18,9,0,9.0,0
TXN002655,2024-06-02T23:18:00,62.99,healthcare,digital_wallet,DE,60,17,1,3.1,0
TXN002656,2024-04-20T17:20:00,395.14,online,digital_wallet,JP,56,8,1,26.7,0
TXN002657,2024-10-25T03:45:00,13.61,grocery,credit,DE,40,7,0,7.7,0
TXN002658,2024-03-18T19:31:00,24.65,online,debit,FR,57,22,0,1.0,0
TXN002659,2024-05-15T20:00:00,20.75,restaurant,debit,AU,22,9,1,3.7,0
TXN002660,2024-06-14T03:36:00,2109.93,online,debit,DE,39,11,0,2.9,0
TXN002661,2024-01-20T03:17:00,31.67,restaurant,credit,US,52,14,0,4.0,0
TXN002662,2024-12-09T06:19:00,13.3,online,credit,JP,79,13,0,17.9,0
TXN002663,2024-07-02T03:31:00,33.18,online,digital_wallet,CA,18,15,0,3.0,0
TXN002664,2024-08-08T19:35:00,226.02,retail,credit,AU,75,13,0,7.7,0
TXN002665,2024-12-13T23:08:00,4.68,travel,credit,DE,34,0,0,1.1,0
TXN002666,2024-07-12T03:51:00,27.02,travel,digital_wallet,UK,64,4,0,14.5,0
TXN002667,2024-07-19T12:01:00,40.41,retail,digital_wallet,AU,55,20,0,28.7,0
TXN002668,2024-10-25T21:18:00,34.82,grocery,digital_wallet,CA,30,23,1,12.1,0
TXN002669,2024-04-03T19:21:00,631.23,restaurant,credit,FR,76,21,1,1.1,0
TXN002670,2024-11-14T10:32:00,3.63,grocery,digital_wallet,AU,46,3,0,9.0,0
TXN002671,2024-04-02T08:59:00,41.84,restaurant,credit,US,35,3,0,8.4,0
TXN002672,2024-01-13T10:09:00,17.63,online,debit,CA,54,15,0,0.5,0
TXN002673,2024-01-03T15:54:00,174.7,grocery,debit,AU,67,13,0,12.2,0
TXN002674,2024-02-02T05:53:00,202.05,healthcare,digital_wallet,CA,44,6,1,1.1,0
TXN002675,2024-09-02T20:07:00,14.09,travel,digital_wallet,CA,22,13,0,11.0,0
TXN002676,2024-03-02T11:40:00,31.11,travel,credit,AU,51,0,1,6.5,0
TXN002677,2024-01-09T09:32:00,202.33,healthcare,credit,FR,67,8,0,17.0,0
TXN002678,2024-09-25T20:35:00,12.15,grocery,debit,CA,46,17,1,0.6,0
TXN002679,2024-05-14T11:44:00,21.64,travel,debit,CA,66,22,1,9.3,0
TXN002680,2024-07-23T05:34:00,1276.32,travel,debit,JP,26,10,1,6.4,0
TXN002681,2024-11-22T19:03:00,7.56,healthcare,digital_wallet,AU,43,1,1,16.7,0
TXN002682,2024-08-02T02:05:00,29.21,travel,digital_wallet,FR,68,14,1,0.3,0
TXN002683,2024-05-02T17:16:00,8.65,restaurant,debit,CA,39,10,1,12.4,0
TXN002684,2024-02-17T14:57:00,276.53,retail,credit,DE,31,3,1,3.5,0
TXN002685,2024-09-04T01:58:00,144.9,healthcare,credit,JP,37,1,1,9.8,0
TXN002686,2024-03-09T12:49:00,153.53,travel,credit,US,30,1,1,2.1,0
TXN002687,2024-11-23T15:16:00,23.26,grocery,credit,UK,69,20,0,7.3,0
TXN002688,2024-11-14T08:08:00,26.67,grocery,credit,FR,78,11,1,4.8,0
TXN002689,2024-12-10T23:00:00,29.36,retail,digital_wallet,AU,38,8,0,4.3,0
TXN002690,2024-12-15T02:30:00,318.64,healthcare,debit,JP,80,23,1,47.1,0
TXN002691,2024-06-13T22:37:00,27.94,online,digital_wallet,US,39,23,0,13.5,0
TXN002692,2024-09-13T20:29:00,135.61,healthcare,digital_wallet,CA,78,1,1,1.8,0
TXN002693,2024-02-06T02:34:00,27.88,restaurant,credit,FR,57,20,0,2.2,0
TXN002694,2024-12-03T05:32:00,45.9,grocery,debit,FR,65,1,0,3.5,0
TXN002695,2024-01-17T16:07:00,24.0,travel,debit,DE,62,21,0,3.5,0
TXN002696,2024-06-20T17:16:00,80.05,grocery,credit,DE,43,17,0,0.5,0
TXN002697,2024-07-24T12:42:00,471.89,online,debit,JP,32,5,1,4.9,0
TXN002698,2024-03-16T10:14:00,21486.19,travel,credit,DE,67,7,0,8.6,1
TXN002699,2024-11-19T13:40:00,33.42,travel,credit,DE,63,2,0,0.1,0
TXN002700,2024-01-13T12:45:00,390.16,grocery,debit,UK,50,15,0,14.9,0
TXN002701,2024-11-21T00:19:00,31.94,retail,credit,FR,44,9,0,0.8,0
TXN002702,2024-03-11T12:08:00,32.74,grocery,digital_wallet,US,79,19,1,3.6,0
TXN002703,2024-05-22T08:08:00,172.98,travel,digital_wallet,UK,49,12,0,0.7,0
TXN002704,2024-01-21T18:43:00,5.08,healthcare,credit,FR,64,0,1,5.1,0
TXN002705,2024-04-08T02:12:00,158.3,restaurant,credit,AU,71,10,0,6.0,0
TXN002706,2024-01-19T23:18:00,306.73,healthcare,credit,FR,68,9,0,9.4,0
TXN002707,2024-11-13T09:18:00,15.95,healthcare,digital_wallet,JP,32,17,0,2.6,0
TXN002708,2024-12-27T19:11:00,15.01,retail,credit,FR,24,15,0,5.1,0
TXN002709,2024-09-06T06:57:00,9.76,travel,digital_wallet,UK,36,7,1,37.3,0
TXN002710,2024-10-07T23:58:00,82.12,restaurant,digital_wallet,FR,76,7,0,16.3,0
TXN002711,2024-09-15T22:43:00,14.72,healthcare,credit,US,34,0,0,2.7,0
TXN002712,2024-01-19T23:54:00,506.54,online,credit,UK,62,3,0,3.1,0
TXN002713,2024-10-20T13:02:00,93.91,grocery,debit,US,55,9,0,5.9,0
TXN002714,2024-07-14T21:43:00,2.17,healthcare,debit,FR,25,21,1,10.0,0
TXN002715,2024-11-12T13:36:00,96.68,healthcare,debit,CA,76,15,1,15.5,0
TXN002716,2024-11-17T00:03:00,58.72,grocery,debit,CA,79,22,0,29.2,0
TXN002717,2024-10-08T14:38:00,19.17,online,debit,US,70,16,0,11.7,0
TXN002718,2024-05-20T01:38:00,60.03,healthcare,credit,JP,40,18,0,1.7,0
TXN002719,2024-03-27T12:41:00,35.87,restaurant,digital_wallet,DE,78,6,0,19.0,0
TXN002720,2024-05-16T20:45:00,20.59,restaurant,debit,CA,43,20,1,74.6,0
TXN002721,2024-06-07T08:31:00,41.69,grocery,debit,CA,37,9,0,0.8,0
TXN002722,2024-01-28T13:46:00,218.27,grocery,digital_wallet,FR,21,9,0,6.3,0
TXN002723,2024-04-23T20:50:00,60.83,retail,debit,UK,65,10,0,0.3,0
TXN002724,2024-12-25T15:34:00,258.67,restaurant,digital_wallet,AU,28,3,0,5.9,0
TXN002725,2024-02-19T06:03:00,101.52,retail,digital_wallet,US,43,14,0,33.7,0
TXN002726,2024-12-26T12:57:00,239.37,online,debit,UK,36,18,0,9.2,0
TXN002727,2024-02-13T21:37:00,53.6,healthcare,debit,AU,73,15,0,7.7,0
TXN002728,2024-12-22T19:52:00,373.21,online,debit,AU,71,14,0,6.4,0
TXN002729,2024-04-13T23:28:00,124.91,restaurant,debit,UK,30,7,1,3.4,0
TXN002730,2024-12-16T03:05:00,100.48,travel,debit,US,18,0,1,17.7,0
TXN002731,2024-09-16T06:02:00,6.44,travel,debit,CA,58,20,0,27.2,0
TXN002732,2024-06-06T16:24:00,249.07,retail,credit,CA,53,9,0,13.5,0
TXN002733,2024-11-12T22:06:00,71.57,online,credit,US,23,6,0,2.7,0
TXN002734,2024-04-04T07:00:00,86.62,travel,debit,DE,56,5,0,9.3,0
TXN002735,2024-03-01T04:34:00,43.59,restaurant,debit,US,25,10,0,0.0,0
TXN002736,2024-10-15T06:54:00,18.45,online,debit,AU,27,0,0,12.5,0
TXN002737,2024-08-14T22:05:00,18.38,restaurant,digital_wallet,DE,32,10,1,10.7,0
TXN002738,2024-06-14T16:18:00,87.34,healthcare,digital_wallet,JP,75,5,0,23.8,0
